,date,State,Rt,Climate,Region,RtNormalized,ClimateNormalized
0,4/1/2020,AK,0.781024121,27,"Region 10 AK, ID, OR, WA",-2.088892059,-2.240566963
1,4/2/2020,AK,0.773192274,28.5,"Region 10 AK, ID, OR, WA",-2.139847407,-2.094827957
2,4/3/2020,AK,0.768387088,32,"Region 10 AK, ID, OR, WA",-2.171110776,-1.754770276
3,4/4/2020,AK,0.761866583,36,"Region 10 AK, ID, OR, WA",-2.213534306,-1.366132926
4,4/5/2020,AK,0.75937689,33,"Region 10 AK, ID, OR, WA",-2.229732679,-1.657610938
5,4/6/2020,AK,0.757634489,26,"Region 10 AK, ID, OR, WA",-2.24106904,-2.3377263
6,4/7/2020,AK,0.757502807,24.5,"Region 10 AK, ID, OR, WA",-2.241925786,-2.483465306
7,4/8/2020,AK,0.756039385,27.5,"Region 10 AK, ID, OR, WA",-2.251447062,-2.191987294
8,4/9/2020,AK,0.756815698,26.5,"Region 10 AK, ID, OR, WA",-2.246396236,-2.289146632
9,4/10/2020,AK,0.759991546,27,"Region 10 AK, ID, OR, WA",-2.225733621,-2.240566963
10,4/11/2020,AK,0.764379637,30.5,"Region 10 AK, ID, OR, WA",-2.197183944,-1.900509282
11,4/12/2020,AK,0.769151857,34,"Region 10 AK, ID, OR, WA",-2.166135057,-1.560451601
12,4/13/2020,AK,0.779603786,38.5,"Region 10 AK, ID, OR, WA",-2.098133004,-1.123234583
13,4/14/2020,AK,0.793752659,39,"Region 10 AK, ID, OR, WA",-2.006077995,-1.074654914
14,4/15/2020,AK,0.802006738,42.5,"Region 10 AK, ID, OR, WA",-1.952375533,-0.734597233
15,4/16/2020,AK,0.814780627,41,"Region 10 AK, ID, OR, WA",-1.869266408,-0.880336239
16,4/17/2020,AK,0.827772261,39,"Region 10 AK, ID, OR, WA",-1.784740595,-1.074654914
17,4/18/2020,AK,0.844216355,40.5,"Region 10 AK, ID, OR, WA",-1.677752483,-0.928915908
18,4/19/2020,AK,0.85513419,43.5,"Region 10 AK, ID, OR, WA",-1.606719165,-0.637437896
19,4/20/2020,AK,0.869796115,43.5,"Region 10 AK, ID, OR, WA",-1.511326152,-0.637437896
20,4/21/2020,AK,0.886832588,40.5,"Region 10 AK, ID, OR, WA",-1.400483919,-0.928915908
21,4/22/2020,AK,0.906515749,42,"Region 10 AK, ID, OR, WA",-1.272421878,-0.783176902
22,4/23/2020,AK,0.923174703,43.5,"Region 10 AK, ID, OR, WA",-1.164035849,-0.637437896
23,4/24/2020,AK,0.944097536,44.5,"Region 10 AK, ID, OR, WA",-1.027908288,-0.540278558
24,4/25/2020,AK,0.965455762,43.5,"Region 10 AK, ID, OR, WA",-0.888947985,-0.637437896
25,4/26/2020,AK,0.987959323,40.5,"Region 10 AK, ID, OR, WA",-0.742535935,-0.928915908
26,4/27/2020,AK,1.009911981,38.5,"Region 10 AK, ID, OR, WA",-0.599708155,-1.123234583
27,4/28/2020,AK,1.037019754,42,"Region 10 AK, ID, OR, WA",-0.423340307,-0.783176902
28,4/29/2020,AK,1.057084956,41,"Region 10 AK, ID, OR, WA",-0.292792642,-0.880336239
29,4/30/2020,AK,1.08646653,42.5,"Region 10 AK, ID, OR, WA",-0.101631052,-0.734597233
30,5/1/2020,AK,1.11080581,44.5,"Region 10 AK, ID, OR, WA",0.056724502,-0.540278558
31,5/2/2020,AK,1.137980536,45,"Region 10 AK, ID, OR, WA",0.233527958,-0.49169889
32,5/3/2020,AK,1.159906321,49,"Region 10 AK, ID, OR, WA",0.376180898,-0.10306154
33,5/4/2020,AK,1.18915809,45,"Region 10 AK, ID, OR, WA",0.566497953,-0.49169889
34,5/5/2020,AK,1.214688484,47,"Region 10 AK, ID, OR, WA",0.732603101,-0.297380215
35,5/6/2020,AK,1.236208827,49,"Region 10 AK, ID, OR, WA",0.872618165,-0.10306154
36,5/7/2020,AK,1.262694203,51.5,"Region 10 AK, ID, OR, WA",1.04493659,0.139836803
37,5/8/2020,AK,1.284006042,47.5,"Region 10 AK, ID, OR, WA",1.183595092,-0.248800546
38,5/9/2020,AK,1.310391766,55.5,"Region 10 AK, ID, OR, WA",1.355265164,0.528474153
39,5/10/2020,AK,1.331235108,52.5,"Region 10 AK, ID, OR, WA",1.490875543,0.236996141
40,5/11/2020,AK,1.34745916,48.5,"Region 10 AK, ID, OR, WA",1.596432024,-0.151641209
41,5/12/2020,AK,1.363291482,49.5,"Region 10 AK, ID, OR, WA",1.699439842,-0.054481871
42,5/13/2020,AK,1.374194771,49,"Region 10 AK, ID, OR, WA",1.770378522,-0.10306154
43,5/14/2020,AK,1.384049665,47.5,"Region 10 AK, ID, OR, WA",1.834496162,-0.248800546
44,5/15/2020,AK,1.390932695,53.5,"Region 10 AK, ID, OR, WA",1.879278343,0.334155478
45,5/16/2020,AK,1.390224857,50,"Region 10 AK, ID, OR, WA",1.874673027,-0.005902203
46,5/17/2020,AK,1.38952955,53.5,"Region 10 AK, ID, OR, WA",1.870149239,0.334155478
47,5/18/2020,AK,1.387500112,50,"Region 10 AK, ID, OR, WA",1.856945365,-0.005902203
48,5/19/2020,AK,1.380344322,53,"Region 10 AK, ID, OR, WA",1.810388561,0.285575809
49,5/20/2020,AK,1.367665491,53,"Region 10 AK, ID, OR, WA",1.727897899,0.285575809
50,5/21/2020,AK,1.350433284,50,"Region 10 AK, ID, OR, WA",1.615782188,-0.005902203
51,5/22/2020,AK,1.334130304,49,"Region 10 AK, ID, OR, WA",1.509712187,-0.10306154
52,5/23/2020,AK,1.318099327,48.5,"Region 10 AK, ID, OR, WA",1.405411885,-0.151641209
53,5/24/2020,AK,1.299632874,49.5,"Region 10 AK, ID, OR, WA",1.285265956,-0.054481871
54,5/25/2020,AK,1.286579015,48.5,"Region 10 AK, ID, OR, WA",1.200335298,-0.151641209
55,5/26/2020,AK,1.270829723,50.5,"Region 10 AK, ID, OR, WA",1.097867687,0.042677466
56,5/27/2020,AK,1.257550454,50.5,"Region 10 AK, ID, OR, WA",1.011470472,0.042677466
57,5/28/2020,AK,1.245345357,57.5,"Region 10 AK, ID, OR, WA",0.932062005,0.722792828
58,5/29/2020,AK,1.235067895,60.5,"Region 10 AK, ID, OR, WA",0.865195065,1.01427084
59,5/30/2020,AK,1.223664962,52.5,"Region 10 AK, ID, OR, WA",0.791005615,0.236996141
60,5/31/2020,AK,1.216887725,51.5,"Region 10 AK, ID, OR, WA",0.746911742,0.139836803
61,6/1/2020,AK,1.211375773,52.5,"Region 10 AK, ID, OR, WA",0.711050032,0.236996141
62,6/2/2020,AK,1.208989714,55,"Region 10 AK, ID, OR, WA",0.69552592,0.479894484
63,6/3/2020,AK,1.20709111,56.5,"Region 10 AK, ID, OR, WA",0.683173275,0.62563349
64,6/4/2020,AK,1.208369147,54,"Region 10 AK, ID, OR, WA",0.691488404,0.382735147
65,6/5/2020,AK,1.208251855,57,"Region 10 AK, ID, OR, WA",0.690725282,0.674213159
66,6/6/2020,AK,1.209191314,54,"Region 10 AK, ID, OR, WA",0.696837564,0.382735147
67,6/7/2020,AK,1.220274629,54.5,"Region 10 AK, ID, OR, WA",0.768947524,0.431314816
68,6/8/2020,AK,1.222843312,51,"Region 10 AK, ID, OR, WA",0.785659819,0.091257135
69,6/9/2020,AK,1.231152759,51.5,"Region 10 AK, ID, OR, WA",0.839722514,0.139836803
70,6/10/2020,AK,1.233605808,55,"Region 10 AK, ID, OR, WA",0.855682474,0.479894484
71,6/11/2020,AK,1.239181441,55,"Region 10 AK, ID, OR, WA",0.891958505,0.479894484
72,6/12/2020,AK,1.250195058,54,"Region 10 AK, ID, OR, WA",0.963614997,0.382735147
73,6/13/2020,AK,1.260887209,55,"Region 10 AK, ID, OR, WA",1.033179976,0.479894484
74,6/14/2020,AK,1.264590151,55,"Region 10 AK, ID, OR, WA",1.057271955,0.479894484
75,6/15/2020,AK,1.27101929,57.5,"Region 10 AK, ID, OR, WA",1.099101043,0.722792828
76,6/16/2020,AK,1.280701644,59.5,"Region 10 AK, ID, OR, WA",1.162096108,0.917111503
77,6/17/2020,AK,1.281656878,58.5,"Region 10 AK, ID, OR, WA",1.168311025,0.819952165
78,6/18/2020,AK,1.288872118,60,"Region 10 AK, ID, OR, WA",1.215254622,0.965691171
79,6/19/2020,AK,1.290143713,51.5,"Region 10 AK, ID, OR, WA",1.223527838,0.139836803
80,6/20/2020,AK,1.290753356,55,"Region 10 AK, ID, OR, WA",1.227494281,0.479894484
81,6/21/2020,AK,1.288597852,59,"Region 10 AK, ID, OR, WA",1.2134702,0.868531834
82,6/22/2020,AK,1.286939434,57,"Region 10 AK, ID, OR, WA",1.202680246,0.674213159
83,6/23/2020,AK,1.281464682,56.5,"Region 10 AK, ID, OR, WA",1.167060565,0.62563349
84,6/24/2020,AK,1.272140044,55.5,"Region 10 AK, ID, OR, WA",1.106392862,0.528474153
85,6/25/2020,AK,1.270321811,56.5,"Region 10 AK, ID, OR, WA",1.094563124,0.62563349
86,6/26/2020,AK,1.256548542,57.5,"Region 10 AK, ID, OR, WA",1.00495186,0.722792828
87,6/27/2020,AK,1.250715823,56.5,"Region 10 AK, ID, OR, WA",0.967003184,0.62563349
88,6/28/2020,AK,1.237995766,53,"Region 10 AK, ID, OR, WA",0.884244298,0.285575809
89,6/29/2020,AK,1.227607832,55.5,"Region 10 AK, ID, OR, WA",0.816658608,0.528474153
90,6/30/2020,AK,1.209846806,57,"Region 10 AK, ID, OR, WA",0.701102309,0.674213159
91,7/1/2020,AK,1.193838588,60,"Region 10 AK, ID, OR, WA",0.596950081,0.965691171
92,7/2/2020,AK,1.177465735,61.5,"Region 10 AK, ID, OR, WA",0.490425474,1.111430177
93,7/3/2020,AK,1.162351871,63.5,"Region 10 AK, ID, OR, WA",0.392092068,1.305748852
94,7/4/2020,AK,1.142085795,65,"Region 10 AK, ID, OR, WA",0.260237481,1.451487858
95,7/5/2020,AK,1.125855539,63,"Region 10 AK, ID, OR, WA",0.154640636,1.257169183
96,7/6/2020,AK,1.107925251,59.5,"Region 10 AK, ID, OR, WA",0.037983089,0.917111503
97,7/7/2020,AK,1.087921348,60.5,"Region 10 AK, ID, OR, WA",-0.092165755,1.01427084
98,7/8/2020,AK,1.072158358,56,"Region 10 AK, ID, OR, WA",-0.194722488,0.577053822
99,7/9/2020,AK,1.055065166,58.5,"Region 10 AK, ID, OR, WA",-0.305933744,0.819952165
100,7/10/2020,AK,1.037569869,61,"Region 10 AK, ID, OR, WA",-0.419761164,1.062850509
101,7/11/2020,AK,1.026797475,61.5,"Region 10 AK, ID, OR, WA",-0.489848218,1.111430177
102,7/12/2020,AK,1.01330407,58.5,"Region 10 AK, ID, OR, WA",-0.577638639,0.819952165
103,7/13/2020,AK,0.996687443,60,"Region 10 AK, ID, OR, WA",-0.685749281,0.965691171
104,7/14/2020,AK,0.987905156,60.5,"Region 10 AK, ID, OR, WA",-0.742888355,1.01427084
105,7/15/2020,AK,0.978777828,63.5,"Region 10 AK, ID, OR, WA",-0.802272326,1.305748852
106,7/16/2020,AK,0.971730621,63.5,"Region 10 AK, ID, OR, WA",-0.84812267,1.305748852
107,7/17/2020,AK,0.962780286,61.5,"Region 10 AK, ID, OR, WA",-0.906355094,1.111430177
108,7/18/2020,AK,0.955477989,62,"Region 10 AK, ID, OR, WA",-0.953865098,1.160009846
109,7/19/2020,AK,0.95394651,61,"Region 10 AK, ID, OR, WA",-0.963829164,1.062850509
110,7/20/2020,AK,0.950811266,63.5,"Region 10 AK, ID, OR, WA",-0.984227603,1.305748852
111,7/21/2020,AK,0.949190198,63.5,"Region 10 AK, ID, OR, WA",-0.994774551,1.305748852
112,7/22/2020,AK,0.949186465,57,"Region 10 AK, ID, OR, WA",-0.994798838,0.674213159
113,7/23/2020,AK,0.946371053,59.5,"Region 10 AK, ID, OR, WA",-1.013116394,0.917111503
114,7/24/2020,AK,0.950184921,58,"Region 10 AK, ID, OR, WA",-0.988302711,0.771372496
115,7/25/2020,AK,0.947498634,59.5,"Region 10 AK, ID, OR, WA",-1.005780158,0.917111503
116,7/26/2020,AK,0.952398755,58.5,"Region 10 AK, ID, OR, WA",-0.973899125,0.819952165
117,7/27/2020,AK,0.956275113,58.5,"Region 10 AK, ID, OR, WA",-0.948678871,0.819952165
118,7/28/2020,AK,0.962414013,60.5,"Region 10 AK, ID, OR, WA",-0.908738129,1.01427084
119,7/29/2020,AK,0.965423204,62.5,"Region 10 AK, ID, OR, WA",-0.889159813,1.208589515
120,7/30/2020,AK,0.967636128,65.5,"Region 10 AK, ID, OR, WA",-0.874762148,1.500067527
121,7/31/2020,AK,0.970067937,63,"Region 10 AK, ID, OR, WA",-0.858940379,1.257169183
122,8/1/2020,AK,0.976123334,59,"Region 10 AK, ID, OR, WA",-0.819542922,0.868531834
123,8/2/2020,AK,0.977123597,62.5,"Region 10 AK, ID, OR, WA",-0.813035038,1.208589515
124,8/3/2020,AK,0.977984306,60.5,"Region 10 AK, ID, OR, WA",-0.807435117,1.01427084
125,8/4/2020,AK,0.978770917,61.5,"Region 10 AK, ID, OR, WA",-0.80231729,1.111430177
126,8/5/2020,AK,0.982255521,63,"Region 10 AK, ID, OR, WA",-0.779645855,1.257169183
127,8/6/2020,AK,0.981515091,58.5,"Region 10 AK, ID, OR, WA",-0.78446322,0.819952165
128,8/7/2020,AK,0.984651887,59.5,"Region 10 AK, ID, OR, WA",-0.764054684,0.917111503
129,8/8/2020,AK,0.987544154,60,"Region 10 AK, ID, OR, WA",-0.745237096,0.965691171
130,8/9/2020,AK,0.990891618,58.5,"Region 10 AK, ID, OR, WA",-0.723457918,0.819952165
131,8/10/2020,AK,0.994234911,60,"Region 10 AK, ID, OR, WA",-0.701705877,0.965691171
132,8/11/2020,AK,1.005400745,57.5,"Region 10 AK, ID, OR, WA",-0.629059035,0.722792828
133,8/12/2020,AK,1.007645617,57,"Region 10 AK, ID, OR, WA",-0.61445351,0.674213159
134,8/13/2020,AK,1.01263101,57.5,"Region 10 AK, ID, OR, WA",-0.582017683,0.722792828
135,8/14/2020,AK,1.017747946,59.5,"Region 10 AK, ID, OR, WA",-0.548726015,0.917111503
136,8/15/2020,AK,1.016207212,65.5,"Region 10 AK, ID, OR, WA",-0.558750296,1.500067527
137,8/16/2020,AK,1.019795455,65.5,"Region 10 AK, ID, OR, WA",-0.535404568,1.500067527
138,8/17/2020,AK,1.021032533,59,"Region 10 AK, ID, OR, WA",-0.527355925,0.868531834
139,8/18/2020,AK,1.021391826,59,"Region 10 AK, ID, OR, WA",-0.525018303,0.868531834
140,8/19/2020,AK,1.024057168,58,"Region 10 AK, ID, OR, WA",-0.507677128,0.771372496
141,8/20/2020,AK,1.028600352,59,"Region 10 AK, ID, OR, WA",-0.478118389,0.868531834
142,8/21/2020,AK,1.028817809,61,"Region 10 AK, ID, OR, WA",-0.476703576,1.062850509
143,8/22/2020,AK,1.030583357,62,"Region 10 AK, ID, OR, WA",-0.465216617,1.160009846
144,8/23/2020,AK,1.032401306,60.5,"Region 10 AK, ID, OR, WA",-0.453388727,1.01427084
145,8/24/2020,AK,1.032519567,58,"Region 10 AK, ID, OR, WA",-0.4526193,0.771372496
146,8/25/2020,AK,1.036027793,55.5,"Region 10 AK, ID, OR, WA",-0.429794177,0.528474153
147,8/26/2020,AK,1.035441355,56.5,"Region 10 AK, ID, OR, WA",-0.433609644,0.62563349
148,8/27/2020,AK,1.034970389,55,"Region 10 AK, ID, OR, WA",-0.43667383,0.479894484
149,8/28/2020,AK,1.038042205,53,"Region 10 AK, ID, OR, WA",-0.416688065,0.285575809
150,8/29/2020,AK,1.043359552,54,"Region 10 AK, ID, OR, WA",-0.382092488,0.382735147
151,8/30/2020,AK,1.044498688,53,"Region 10 AK, ID, OR, WA",-0.374681073,0.285575809
152,8/31/2020,AK,1.050890378,55,"Region 10 AK, ID, OR, WA",-0.333095635,0.479894484
153,9/1/2020,AK,1.055805973,57,"Region 10 AK, ID, OR, WA",-0.301113926,0.674213159
154,9/2/2020,AK,1.060480961,54,"Region 10 AK, ID, OR, WA",-0.270697647,0.382735147
155,9/3/2020,AK,1.063005636,54,"Region 10 AK, ID, OR, WA",-0.254271676,0.382735147
156,9/4/2020,AK,1.068651622,52,"Region 10 AK, ID, OR, WA",-0.217537917,0.188416472
157,9/5/2020,AK,1.076717877,50.5,"Region 10 AK, ID, OR, WA",-0.165057471,0.042677466
158,9/6/2020,AK,1.083613453,48.5,"Region 10 AK, ID, OR, WA",-0.120193663,-0.151641209
159,9/7/2020,AK,1.090834367,54,"Region 10 AK, ID, OR, WA",-0.073213151,0.382735147
160,9/8/2020,AK,1.096863617,54,"Region 10 AK, ID, OR, WA",-0.033985811,0.382735147
161,9/9/2020,AK,1.101704763,52.5,"Region 10 AK, ID, OR, WA",-0.00248848,0.236996141
162,9/10/2020,AK,1.109167537,51,"Region 10 AK, ID, OR, WA",0.046065616,0.091257135
163,9/11/2020,AK,1.115798791,46,"Region 10 AK, ID, OR, WA",0.089209698,-0.394539552
164,9/12/2020,AK,1.125415202,46,"Region 10 AK, ID, OR, WA",0.151775727,-0.394539552
165,9/13/2020,AK,1.129872482,48.5,"Region 10 AK, ID, OR, WA",0.18077556,-0.151641209
166,9/14/2020,AK,1.139087497,50,"Region 10 AK, ID, OR, WA",0.240730037,-0.005902203
167,9/15/2020,AK,1.14503935,49.5,"Region 10 AK, ID, OR, WA",0.279453819,-0.054481871
168,9/16/2020,AK,1.149130769,51.5,"Region 10 AK, ID, OR, WA",0.306073297,0.139836803
169,9/17/2020,AK,1.152145963,53.5,"Region 10 AK, ID, OR, WA",0.32569067,0.334155478
170,9/18/2020,AK,1.158257238,54.5,"Region 10 AK, ID, OR, WA",0.365451679,0.431314816
171,9/19/2020,AK,1.163576038,52,"Region 10 AK, ID, OR, WA",0.400056709,0.188416472
172,9/20/2020,AK,1.167906132,47.5,"Region 10 AK, ID, OR, WA",0.428229048,-0.248800546
173,9/21/2020,AK,1.173031499,46.5,"Region 10 AK, ID, OR, WA",0.46157557,-0.345959884
174,9/22/2020,AK,1.17314515,49,"Region 10 AK, ID, OR, WA",0.462315003,-0.10306154
175,9/23/2020,AK,1.178059086,50.5,"Region 10 AK, ID, OR, WA",0.494285918,0.042677466
176,9/24/2020,AK,1.179510593,49,"Region 10 AK, ID, OR, WA",0.503729673,-0.10306154
177,9/25/2020,AK,1.173350499,51,"Region 10 AK, ID, OR, WA",0.463651039,0.091257135
178,9/26/2020,AK,1.173268682,48.5,"Region 10 AK, ID, OR, WA",0.463118723,-0.151641209
179,9/27/2020,AK,1.174604104,49,"Region 10 AK, ID, OR, WA",0.471807209,-0.10306154
180,9/28/2020,AK,1.173386412,47.5,"Region 10 AK, ID, OR, WA",0.463884695,-0.248800546
181,9/29/2020,AK,1.17071888,48.5,"Region 10 AK, ID, OR, WA",0.446529272,-0.151641209
182,9/30/2020,AK,1.16994061,53,"Region 10 AK, ID, OR, WA",0.441465713,0.285575809
183,10/1/2020,AK,1.171410201,54.5,"Region 10 AK, ID, OR, WA",0.451027125,0.431314816
184,10/2/2020,AK,1.170212276,53.5,"Region 10 AK, ID, OR, WA",0.443233219,0.334155478
185,10/3/2020,AK,1.167262011,51,"Region 10 AK, ID, OR, WA",0.424038286,0.091257135
186,10/4/2020,AK,1.16378036,42,"Region 10 AK, ID, OR, WA",0.401386064,-0.783176902
187,10/5/2020,AK,1.159444043,46.5,"Region 10 AK, ID, OR, WA",0.373173237,-0.345959884
188,10/6/2020,AK,1.159622925,46,"Region 10 AK, ID, OR, WA",0.374337074,-0.394539552
189,10/7/2020,AK,1.160188592,48.5,"Region 10 AK, ID, OR, WA",0.378017401,-0.151641209
190,10/8/2020,AK,1.158541945,46,"Region 10 AK, ID, OR, WA",0.367304032,-0.394539552
191,10/9/2020,AK,1.158263225,45.5,"Region 10 AK, ID, OR, WA",0.365490631,-0.443119221
192,10/10/2020,AK,1.158501107,41,"Region 10 AK, ID, OR, WA",0.367038333,-0.880336239
193,10/11/2020,AK,1.157533281,41.5,"Region 10 AK, ID, OR, WA",0.36074149,-0.831756571
194,10/12/2020,AK,1.160788282,41,"Region 10 AK, ID, OR, WA",0.381919088,-0.880336239
195,10/13/2020,AK,1.155522945,40.5,"Region 10 AK, ID, OR, WA",0.347661897,-0.928915908
196,10/14/2020,AK,1.155526796,40,"Region 10 AK, ID, OR, WA",0.347686952,-0.977495577
197,10/15/2020,AK,1.160121351,37,"Region 10 AK, ID, OR, WA",0.37757992,-1.268973589
198,10/16/2020,AK,1.160579941,30.5,"Region 10 AK, ID, OR, WA",0.380563585,-1.900509282
199,10/17/2020,AK,1.15349635,33,"Region 10 AK, ID, OR, WA",0.33447652,-1.657610938
200,10/18/2020,AK,1.154911205,34,"Region 10 AK, ID, OR, WA",0.343681811,-1.560451601
201,10/19/2020,AK,1.151372971,31.5,"Region 10 AK, ID, OR, WA",0.32066145,-1.803349945
202,10/20/2020,AK,1.146013567,30.5,"Region 10 AK, ID, OR, WA",0.285792243,-1.900509282
203,10/21/2020,AK,1.154192214,31,"Region 10 AK, ID, OR, WA",0.339003932,-1.851929613
204,10/22/2020,AK,1.155607755,29.5,"Region 10 AK, ID, OR, WA",0.348213686,-1.997668619
205,10/23/2020,AK,1.157496003,32,"Region 10 AK, ID, OR, WA",0.360498953,-1.754770276
206,10/24/2020,AK,1.155122748,35,"Region 10 AK, ID, OR, WA",0.345058146,-1.463292264
207,10/25/2020,AK,1.153300988,35.5,"Region 10 AK, ID, OR, WA",0.333205461,-1.414712595
208,10/26/2020,AK,1.150878868,36.5,"Region 10 AK, ID, OR, WA",0.317446731,-1.317553258
209,10/27/2020,AK,1.158468522,30.5,"Region 10 AK, ID, OR, WA",0.366826329,-1.900509282
210,10/28/2020,AK,1.151549264,27,"Region 10 AK, ID, OR, WA",0.321808443,-2.240566963
211,10/29/2020,AK,1.154243773,24,"Region 10 AK, ID, OR, WA",0.339339383,-2.532044975
212,10/30/2020,AK,1.157955649,20.5,"Region 10 AK, ID, OR, WA",0.363489489,-2.872102656
213,10/31/2020,AK,1.163652763,17.5,"Region 10 AK, ID, OR, WA",0.400555896,-3.163580668
214,4/1/2020,AL,1.009097169,53.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.327475021,-2.248664659
215,4/2/2020,AL,0.990389108,56.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.635277401,-1.911640564
216,4/3/2020,AL,0.975676556,62.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.877341959,-1.237592374
217,4/4/2020,AL,0.96247626,67,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.094525478,-0.732056231
218,4/5/2020,AL,0.951198113,69.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.280084018,-0.451202819
219,4/6/2020,AL,0.950105603,70,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.298059006,-0.395032136
220,4/7/2020,AL,0.945247252,68,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.377993105,-0.619714866
221,4/8/2020,AL,0.941189985,72.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.444747027,-0.114178724
222,4/9/2020,AL,0.937279218,69,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.509090594,-0.507373501
223,4/10/2020,AL,0.939422226,51,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.473831838,-2.529518071
224,4/11/2020,AL,0.943021856,56,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.414607385,-1.967811246
225,4/12/2020,AL,0.945063657,65,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.38101378,-0.956738961
226,4/13/2020,AL,0.951238281,59,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.279423136,-1.630787151
227,4/14/2020,AL,0.958114312,54,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.166292294,-2.192493976
228,4/15/2020,AL,0.966615981,49.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-1.026414946,-2.698030119
229,4/16/2020,AL,0.974789071,53,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.891943685,-2.304835341
230,4/17/2020,AL,0.981581095,62.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.780195004,-1.237592374
231,4/18/2020,AL,0.987832057,59.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.677348377,-1.574616469
232,4/19/2020,AL,0.997043712,55,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.525789681,-2.080152611
233,4/20/2020,AL,1.004151745,62.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.408841726,-1.237592374
234,4/21/2020,AL,1.012954843,63.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.264004989,-1.125251009
235,4/22/2020,AL,1.022375281,57.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.109011201,-1.799299199
236,4/23/2020,AL,1.027741553,63,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",-0.020720315,-1.181421691
237,4/24/2020,AL,1.032359852,66.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.055264226,-0.788226914
238,4/25/2020,AL,1.039810263,68.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.177845301,-0.563544184
239,4/26/2020,AL,1.049171034,58.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.331857392,-1.686957834
240,4/27/2020,AL,1.052458996,57.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.385953994,-1.799299199
241,4/28/2020,AL,1.054699311,66,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.422813735,-0.844397596
242,4/29/2020,AL,1.060872645,64.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.524383155,-1.012909644
243,4/30/2020,AL,1.061191382,60.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.529627312,-1.462275104
244,5/1/2020,AL,1.067573411,62,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.634630375,-1.293763056
245,5/2/2020,AL,1.06810961,67.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.643452419,-0.675885549
246,5/3/2020,AL,1.073875292,73.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.738314769,-0.001837359
247,5/4/2020,AL,1.072687278,75,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.71876846,0.166674689
248,5/5/2020,AL,1.073593026,71,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.733670667,-0.282690771
249,5/6/2020,AL,1.079128626,59.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.824747495,-1.574616469
250,5/7/2020,AL,1.075795524,56,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.769908208,-1.967811246
251,5/8/2020,AL,1.071642546,56,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.70157956,-1.967811246
252,5/9/2020,AL,1.073264623,53.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.728267476,-2.248664659
253,5/10/2020,AL,1.070343916,57,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.680213294,-1.855469881
254,5/11/2020,AL,1.068018689,59,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.641956502,-1.630787151
255,5/12/2020,AL,1.066063836,62.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.609793446,-1.237592374
256,5/13/2020,AL,1.065477897,71,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.600153034,-0.282690771
257,5/14/2020,AL,1.059608196,75,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN",0.503579267,0.166674689
