,date,State,Rt,Climate,Region,RtNormalized,ClimateNormalized
6525,7/15/2020,NH,0.973021252,70.5,"Region 01 CT,MA,ME,NH,RI,VT",-0.509446119,0.514240935
6526,7/16/2020,NH,0.970618575,69.5,"Region 01 CT,MA,ME,NH,RI,VT",-0.535410225,0.437284599
6527,7/17/2020,NH,0.964591362,66.5,"Region 01 CT,MA,ME,NH,RI,VT",-0.60054224,0.206415592
6528,7/18/2020,NH,0.95340793,79,"Region 01 CT,MA,ME,NH,RI,VT",-0.721394027,1.168369789
6529,7/19/2020,NH,0.950928287,83,"Region 01 CT,MA,ME,NH,RI,VT",-0.748189852,1.476195132
6530,7/20/2020,NH,0.946360848,86.5,"Region 01 CT,MA,ME,NH,RI,VT",-0.797547077,1.745542307
6531,7/21/2020,NH,0.942053806,80,"Region 01 CT,MA,ME,NH,RI,VT",-0.844090368,1.245326125
6532,7/22/2020,NH,0.941212871,74,"Region 01 CT,MA,ME,NH,RI,VT",-0.853177784,0.78358811
6533,7/23/2020,NH,0.936472839,76.5,"Region 01 CT,MA,ME,NH,RI,VT",-0.904400104,0.975978949
6534,7/24/2020,NH,0.93540989,77,"Region 01 CT,MA,ME,NH,RI,VT",-0.915886675,1.014457117
6535,7/25/2020,NH,0.935407746,78,"Region 01 CT,MA,ME,NH,RI,VT",-0.915909844,1.091413453
6536,7/26/2020,NH,0.9358705,80.5,"Region 01 CT,MA,ME,NH,RI,VT",-0.910909174,1.283804292
6537,7/27/2020,NH,0.935859563,86,"Region 01 CT,MA,ME,NH,RI,VT",-0.911027363,1.707064139
6538,7/28/2020,NH,0.936708435,82.5,"Region 01 CT,MA,ME,NH,RI,VT",-0.901854178,1.437716964
6539,7/29/2020,NH,0.936157411,78.5,"Region 01 CT,MA,ME,NH,RI,VT",-0.907808721,1.129891621
6540,7/30/2020,NH,0.93492905,81,"Region 01 CT,MA,ME,NH,RI,VT",-0.921082788,1.32228246
6541,7/31/2020,NH,0.944526577,78.5,"Region 01 CT,MA,ME,NH,RI,VT",-0.817368804,1.129891621
6542,8/1/2020,NH,0.949496301,79.5,"Region 01 CT,MA,ME,NH,RI,VT",-0.763664357,1.206847957
6543,8/2/2020,NH,0.954859012,79,"Region 01 CT,MA,ME,NH,RI,VT",-0.705713165,1.168369789
6544,8/3/2020,NH,0.959627475,81.5,"Region 01 CT,MA,ME,NH,RI,VT",-0.65418361,1.360760628
6545,8/4/2020,NH,0.96686101,77,"Region 01 CT,MA,ME,NH,RI,VT",-0.576015689,1.014457117
6546,8/5/2020,NH,0.97215792,79,"Region 01 CT,MA,ME,NH,RI,VT",-0.518775564,1.168369789
6547,8/6/2020,NH,0.981480112,72.5,"Region 01 CT,MA,ME,NH,RI,VT",-0.418036939,0.668153607
6548,8/7/2020,NH,0.987952559,72.5,"Region 01 CT,MA,ME,NH,RI,VT",-0.348093581,0.668153607
6549,8/8/2020,NH,0.996637564,76.5,"Region 01 CT,MA,ME,NH,RI,VT",-0.254240605,0.975978949
6550,8/9/2020,NH,1.00963544,79.5,"Region 01 CT,MA,ME,NH,RI,VT",-0.113781348,1.206847957
6551,8/10/2020,NH,1.013889046,83,"Region 01 CT,MA,ME,NH,RI,VT",-0.067815504,1.476195132
6552,8/11/2020,NH,1.022510879,84.5,"Region 01 CT,MA,ME,NH,RI,VT",0.025354815,1.591629635
6553,8/12/2020,NH,1.034906396,85,"Region 01 CT,MA,ME,NH,RI,VT",0.159304785,1.630107803
6554,8/13/2020,NH,1.046553514,79.5,"Region 01 CT,MA,ME,NH,RI,VT",0.285167314,1.206847957
6555,8/14/2020,NH,1.052652578,78.5,"Region 01 CT,MA,ME,NH,RI,VT",0.351075774,1.129891621
6556,8/15/2020,NH,1.064004412,69.5,"Region 01 CT,MA,ME,NH,RI,VT",0.473747368,0.437284599
6557,8/16/2020,NH,1.072779118,67,"Region 01 CT,MA,ME,NH,RI,VT",0.568569682,0.24489376
6558,8/17/2020,NH,1.077337853,72.5,"Region 01 CT,MA,ME,NH,RI,VT",0.617832849,0.668153607
6559,8/18/2020,NH,1.089472064,75,"Region 01 CT,MA,ME,NH,RI,VT",0.748959062,0.860544446
6560,8/19/2020,NH,1.098744722,71.5,"Region 01 CT,MA,ME,NH,RI,VT",0.849162407,0.591197271
6561,8/20/2020,NH,1.101175595,67.5,"Region 01 CT,MA,ME,NH,RI,VT",0.875431207,0.283371928
6562,8/21/2020,NH,1.111853617,74.5,"Region 01 CT,MA,ME,NH,RI,VT",0.990821371,0.822066278
6563,8/22/2020,NH,1.115424885,77,"Region 01 CT,MA,ME,NH,RI,VT",1.029413649,1.014457117
6564,8/23/2020,NH,1.121651029,77,"Region 01 CT,MA,ME,NH,RI,VT",1.096695377,1.014457117
6565,8/24/2020,NH,1.117310972,79.5,"Region 01 CT,MA,ME,NH,RI,VT",1.049795316,1.206847957
6566,8/25/2020,NH,1.117568985,78,"Region 01 CT,MA,ME,NH,RI,VT",1.052583488,1.091413453
6567,8/26/2020,NH,1.119992462,67.5,"Region 01 CT,MA,ME,NH,RI,VT",1.078772365,0.283371928
6568,8/27/2020,NH,1.121203777,59,"Region 01 CT,MA,ME,NH,RI,VT",1.091862227,-0.370756926
6569,8/28/2020,NH,1.118632243,70,"Region 01 CT,MA,ME,NH,RI,VT",1.064073398,0.475762767
6570,8/29/2020,NH,1.117762592,66,"Region 01 CT,MA,ME,NH,RI,VT",1.054675668,0.167937424
6571,8/30/2020,NH,1.116649681,65.5,"Region 01 CT,MA,ME,NH,RI,VT",1.042649191,0.129459256
6572,8/31/2020,NH,1.1129117,64,"Region 01 CT,MA,ME,NH,RI,VT",1.002255358,0.014024753
6573,9/1/2020,NH,1.113535803,67,"Region 01 CT,MA,ME,NH,RI,VT",1.008999617,0.24489376
6574,9/2/2020,NH,1.113120281,65.5,"Region 01 CT,MA,ME,NH,RI,VT",1.004509352,0.129459256
6575,9/3/2020,NH,1.110860213,73.5,"Region 01 CT,MA,ME,NH,RI,VT",0.980086325,0.745109942
6576,9/4/2020,NH,1.111238909,72.5,"Region 01 CT,MA,ME,NH,RI,VT",0.984178637,0.668153607
6577,9/5/2020,NH,1.113557339,67.5,"Region 01 CT,MA,ME,NH,RI,VT",1.009232342,0.283371928
6578,9/6/2020,NH,1.116696101,70.5,"Region 01 CT,MA,ME,NH,RI,VT",1.043150821,0.514240935
6579,9/7/2020,NH,1.114679776,72,"Region 01 CT,MA,ME,NH,RI,VT",1.02136176,0.629675439
6580,9/8/2020,NH,1.117631788,75.5,"Region 01 CT,MA,ME,NH,RI,VT",1.053262158,0.899022614
6581,9/9/2020,NH,1.121151692,73.5,"Region 01 CT,MA,ME,NH,RI,VT",1.09129938,0.745109942
6582,9/10/2020,NH,1.124264952,75,"Region 01 CT,MA,ME,NH,RI,VT",1.124942276,0.860544446
6583,9/11/2020,NH,1.131477402,65,"Region 01 CT,MA,ME,NH,RI,VT",1.202882346,0.090981089
6584,9/12/2020,NH,1.129342749,60.5,"Region 01 CT,MA,ME,NH,RI,VT",1.179814594,-0.255322422
6585,9/13/2020,NH,1.126866432,63,"Region 01 CT,MA,ME,NH,RI,VT",1.153054711,-0.062931583
6586,9/14/2020,NH,1.135722693,64,"Region 01 CT,MA,ME,NH,RI,VT",1.248758335,0.014024753
6587,9/15/2020,NH,1.14046737,56,"Region 01 CT,MA,ME,NH,RI,VT",1.300030851,-0.601625933
6588,9/16/2020,NH,1.139148466,62,"Region 01 CT,MA,ME,NH,RI,VT",1.285778347,-0.139887919
6589,9/17/2020,NH,1.135440164,67.5,"Region 01 CT,MA,ME,NH,RI,VT",1.245705235,0.283371928
6590,9/18/2020,NH,1.136958385,59.5,"Region 01 CT,MA,ME,NH,RI,VT",1.262111623,-0.332278758
6591,9/19/2020,NH,1.141090735,52.5,"Region 01 CT,MA,ME,NH,RI,VT",1.306767135,-0.870973108
6592,9/20/2020,NH,1.139118195,52,"Region 01 CT,MA,ME,NH,RI,VT",1.285451229,-0.909451276
6593,9/21/2020,NH,1.131380262,52.5,"Region 01 CT,MA,ME,NH,RI,VT",1.201832619,-0.870973108
6594,9/22/2020,NH,1.126789652,53.5,"Region 01 CT,MA,ME,NH,RI,VT",1.152225001,-0.794016772
6595,9/23/2020,NH,1.125095346,65.5,"Region 01 CT,MA,ME,NH,RI,VT",1.133915782,0.129459256
6596,9/24/2020,NH,1.119595434,66.5,"Region 01 CT,MA,ME,NH,RI,VT",1.074481952,0.206415592
6597,9/25/2020,NH,1.119503024,66.5,"Region 01 CT,MA,ME,NH,RI,VT",1.07348334,0.206415592
6598,9/26/2020,NH,1.118336237,66.5,"Region 01 CT,MA,ME,NH,RI,VT",1.060874662,0.206415592
6599,9/27/2020,NH,1.115735683,71.5,"Region 01 CT,MA,ME,NH,RI,VT",1.032772233,0.591197271
6600,9/28/2020,NH,1.116778813,74.5,"Region 01 CT,MA,ME,NH,RI,VT",1.044044633,0.822066278
6601,9/29/2020,NH,1.11583197,71.5,"Region 01 CT,MA,ME,NH,RI,VT",1.033812741,0.591197271
6602,9/30/2020,NH,1.11182165,65.5,"Region 01 CT,MA,ME,NH,RI,VT",0.990475925,0.129459256
6603,10/1/2020,NH,1.110151811,64,"Region 01 CT,MA,ME,NH,RI,VT",0.972431104,0.014024753
6604,10/2/2020,NH,1.110268608,53,"Region 01 CT,MA,ME,NH,RI,VT",0.97369325,-0.83249494
6605,10/3/2020,NH,1.114067802,54,"Region 01 CT,MA,ME,NH,RI,VT",1.014748571,-0.755538605
6606,10/4/2020,NH,1.119341469,52.5,"Region 01 CT,MA,ME,NH,RI,VT",1.071737524,-0.870973108
6607,10/5/2020,NH,1.117581478,56.5,"Region 01 CT,MA,ME,NH,RI,VT",1.052718491,-0.563147765
6608,10/6/2020,NH,1.119144707,58.5,"Region 01 CT,MA,ME,NH,RI,VT",1.06961125,-0.409235094
6609,10/7/2020,NH,1.123435111,64,"Region 01 CT,MA,ME,NH,RI,VT",1.115974745,0.014024753
6610,10/8/2020,NH,1.126003068,50.5,"Region 01 CT,MA,ME,NH,RI,VT",1.14372492,-1.02488578
6611,10/9/2020,NH,1.130065329,48.5,"Region 01 CT,MA,ME,NH,RI,VT",1.187623028,-1.178798451
6612,10/10/2020,NH,1.130175369,64.5,"Region 01 CT,MA,ME,NH,RI,VT",1.188812155,0.052502921
6613,10/11/2020,NH,1.130372435,56,"Region 01 CT,MA,ME,NH,RI,VT",1.190941714,-0.601625933
6614,10/12/2020,NH,1.134449722,48.5,"Region 01 CT,MA,ME,NH,RI,VT",1.235002198,-1.178798451
6615,10/13/2020,NH,1.1399492,50.5,"Region 01 CT,MA,ME,NH,RI,VT",1.294431338,-1.02488578
6616,10/14/2020,NH,1.143660736,58.5,"Region 01 CT,MA,ME,NH,RI,VT",1.334539398,-0.409235094
6617,10/15/2020,NH,1.141663471,59,"Region 01 CT,MA,ME,NH,RI,VT",1.312956305,-0.370756926
6618,10/16/2020,NH,1.142428214,57.5,"Region 01 CT,MA,ME,NH,RI,VT",1.321220366,-0.486191429
6619,10/17/2020,NH,1.138493457,47.5,"Region 01 CT,MA,ME,NH,RI,VT",1.278700108,-1.255754787
6620,10/18/2020,NH,1.143968218,46.5,"Region 01 CT,MA,ME,NH,RI,VT",1.337862148,-1.332711123
6621,10/19/2020,NH,1.149973694,50,"Region 01 CT,MA,ME,NH,RI,VT",1.402759266,-1.063363948
6622,10/20/2020,NH,1.146314934,60.5,"Region 01 CT,MA,ME,NH,RI,VT",1.363221521,-0.255322422
6623,10/21/2020,NH,1.142516331,62,"Region 01 CT,MA,ME,NH,RI,VT",1.322172587,-0.139887919
6624,10/22/2020,NH,1.142524922,64,"Region 01 CT,MA,ME,NH,RI,VT",1.322265424,0.014024753
6625,10/23/2020,NH,1.143467806,62,"Region 01 CT,MA,ME,NH,RI,VT",1.332454534,-0.139887919
6626,10/24/2020,NH,1.145652532,56.5,"Region 01 CT,MA,ME,NH,RI,VT",1.35606339,-0.563147765
6627,10/25/2020,NH,1.14756992,45,"Region 01 CT,MA,ME,NH,RI,VT",1.376783306,-1.448145626
6628,10/26/2020,NH,1.150779084,43,"Region 01 CT,MA,ME,NH,RI,VT",1.411462571,-1.602058298
6629,10/27/2020,NH,1.147228482,48,"Region 01 CT,MA,ME,NH,RI,VT",1.373093616,-1.217276619
6630,10/28/2020,NH,1.149673232,43.5,"Region 01 CT,MA,ME,NH,RI,VT",1.399512376,-1.56358013
6631,10/29/2020,NH,1.138295548,43,"Region 01 CT,MA,ME,NH,RI,VT",1.276561439,-1.602058298
6632,10/30/2020,NH,1.13950007,32,"Region 01 CT,MA,ME,NH,RI,VT",1.289577894,-2.448577991
6633,10/31/2020,NH,1.140198388,32,"Region 01 CT,MA,ME,NH,RI,VT",1.297124144,-2.448577991
6634,4/1/2020,NJ,0.95215198,48,"Region 02 NJ, NY",0.003773005,-1.611353515
6635,4/2/2020,NJ,0.925988185,49,"Region 02 NJ, NY",-0.165245158,-1.528111596
6636,4/3/2020,NJ,0.898722798,50.5,"Region 02 NJ, NY",-0.341379607,-1.403248716
6637,4/4/2020,NJ,0.877941409,53.5,"Region 02 NJ, NY",-0.475627417,-1.153522957
6638,4/5/2020,NJ,0.856157116,54,"Region 02 NJ, NY",-0.616353989,-1.111901997
6639,4/6/2020,NJ,0.836352488,58,"Region 02 NJ, NY",-0.744291922,-0.778934319
6640,4/7/2020,NJ,0.82086696,60,"Region 02 NJ, NY",-0.844328461,-0.612450479
6641,4/8/2020,NJ,0.804213299,59,"Region 02 NJ, NY",-0.951911141,-0.695692399
6642,4/9/2020,NJ,0.787501496,52,"Region 02 NJ, NY",-1.059869419,-1.278385837
6643,4/10/2020,NJ,0.775419447,43.5,"Region 02 NJ, NY",-1.137919477,-1.985942154
6644,4/11/2020,NJ,0.763948437,46.5,"Region 02 NJ, NY",-1.212022222,-1.736216395
6645,4/12/2020,NJ,0.753164619,51,"Region 02 NJ, NY",-1.281685706,-1.361627756
6646,4/13/2020,NJ,0.743086856,62,"Region 02 NJ, NY",-1.346788073,-0.44596664
6647,4/14/2020,NJ,0.733411338,53.5,"Region 02 NJ, NY",-1.409291937,-1.153522957
6648,4/15/2020,NJ,0.722609592,48,"Region 02 NJ, NY",-1.479071236,-1.611353515
6649,4/16/2020,NJ,0.715180934,44,"Region 02 NJ, NY",-1.52706038,-1.944321194
6650,4/17/2020,NJ,0.705919716,41.5,"Region 02 NJ, NY",-1.586887865,-2.152425993
6651,4/18/2020,NJ,0.698115722,43.5,"Region 02 NJ, NY",-1.63730168,-1.985942154
6652,4/19/2020,NJ,0.689327543,48,"Region 02 NJ, NY",-1.694073333,-1.611353515
6653,4/20/2020,NJ,0.682901551,49,"Region 02 NJ, NY",-1.735585253,-1.528111596
6654,4/21/2020,NJ,0.67691329,51,"Region 02 NJ, NY",-1.774269429,-1.361627756
6655,4/22/2020,NJ,0.670079268,44.5,"Region 02 NJ, NY",-1.818417224,-1.902700234
6656,4/23/2020,NJ,0.665344701,46,"Region 02 NJ, NY",-1.849002535,-1.777837355
6657,4/24/2020,NJ,0.665416619,46,"Region 02 NJ, NY",-1.848537945,-1.777837355
6658,4/25/2020,NJ,0.662236209,52.5,"Region 02 NJ, NY",-1.869083399,-1.236764877
6659,4/26/2020,NJ,0.659228306,46.5,"Region 02 NJ, NY",-1.888514458,-1.736216395
6660,4/27/2020,NJ,0.655186024,46,"Region 02 NJ, NY",-1.914627607,-1.777837355
6661,4/28/2020,NJ,0.655063953,54,"Region 02 NJ, NY",-1.915416186,-1.111901997
6662,4/29/2020,NJ,0.653170863,52.5,"Region 02 NJ, NY",-1.927645551,-1.236764877
6663,4/30/2020,NJ,0.650528264,54.5,"Region 02 NJ, NY",-1.944716745,-1.070281037
6664,5/1/2020,NJ,0.651390212,60.5,"Region 02 NJ, NY",-1.939148559,-0.570829519
6665,5/2/2020,NJ,0.651221968,63,"Region 02 NJ, NY",-1.940235416,-0.36272472
6666,5/3/2020,NJ,0.65189468,67.5,"Region 02 NJ, NY",-1.935889695,0.011863918
6667,5/4/2020,NJ,0.651128459,61.5,"Region 02 NJ, NY",-1.940839484,-0.4875876
6668,5/5/2020,NJ,0.652393542,55,"Region 02 NJ, NY",-1.932667046,-1.028660078
6669,5/6/2020,NJ,0.653977743,50,"Region 02 NJ, NY",-1.922433105,-1.444869676
6670,5/7/2020,NJ,0.657958233,56,"Region 02 NJ, NY",-1.896719132,-0.945418158
6671,5/8/2020,NJ,0.661922752,47.5,"Region 02 NJ, NY",-1.871108332,-1.652974475
6672,5/9/2020,NJ,0.664198236,42,"Region 02 NJ, NY",-1.856408701,-2.110805033
6673,5/10/2020,NJ,0.666546653,50,"Region 02 NJ, NY",-1.841237923,-1.444869676
6674,5/11/2020,NJ,0.672415054,54,"Region 02 NJ, NY",-1.803328042,-1.111901997
6675,5/12/2020,NJ,0.674479425,53,"Region 02 NJ, NY",-1.789992202,-1.195143917
6676,5/13/2020,NJ,0.682829569,53.5,"Region 02 NJ, NY",-1.736050256,-1.153522957
6677,5/14/2020,NJ,0.688949855,55,"Region 02 NJ, NY",-1.696513198,-1.028660078
6678,5/15/2020,NJ,0.695293138,72.5,"Region 02 NJ, NY",-1.655535578,0.428073517
6679,5/16/2020,NJ,0.704972496,69,"Region 02 NJ, NY",-1.593006908,0.136726798
6680,5/17/2020,NJ,0.715432752,61,"Region 02 NJ, NY",-1.525433635,-0.529208559
6681,5/18/2020,NJ,0.720698182,62,"Region 02 NJ, NY",-1.491418948,-0.44596664
6682,5/19/2020,NJ,0.729128307,61.5,"Region 02 NJ, NY",-1.436960325,-0.4875876
6683,5/20/2020,NJ,0.739439149,58,"Region 02 NJ, NY",-1.370352267,-0.778934319
6684,5/21/2020,NJ,0.748868055,56.5,"Region 02 NJ, NY",-1.309441517,-0.903797198
6685,5/22/2020,NJ,0.759138183,64.5,"Region 02 NJ, NY",-1.243096472,-0.237861841
6686,5/23/2020,NJ,0.767529905,63,"Region 02 NJ, NY",-1.188885933,-0.36272472
6687,5/24/2020,NJ,0.779236227,60.5,"Region 02 NJ, NY",-1.113263071,-0.570829519
6688,5/25/2020,NJ,0.79193246,64.5,"Region 02 NJ, NY",-1.031245383,-0.237861841
6689,5/26/2020,NJ,0.802868903,67.5,"Region 02 NJ, NY",-0.960595942,0.011863918
6690,5/27/2020,NJ,0.814994208,69,"Region 02 NJ, NY",-0.88226645,0.136726798
6691,5/28/2020,NJ,0.826418234,70,"Region 02 NJ, NY",-0.808467221,0.219968718
6692,5/29/2020,NJ,0.837223404,77,"Region 02 NJ, NY",-0.738665803,0.802662155
6693,5/30/2020,NJ,0.852136766,76,"Region 02 NJ, NY",-0.642325458,0.719420236
6694,5/31/2020,NJ,0.862966054,64,"Region 02 NJ, NY",-0.572368238,-0.2794828
6695,6/1/2020,NJ,0.876917659,62.5,"Region 02 NJ, NY",-0.482240844,-0.40434568
6696,6/2/2020,NJ,0.884244774,64.5,"Region 02 NJ, NY",-0.434907668,-0.237861841
6697,6/3/2020,NJ,0.900092227,70,"Region 02 NJ, NY",-0.332533093,0.219968718
6698,6/4/2020,NJ,0.913629567,76.5,"Region 02 NJ, NY",-0.245081852,0.761041196
6699,6/5/2020,NJ,0.922611013,76,"Region 02 NJ, NY",-0.187061695,0.719420236
6700,6/6/2020,NJ,0.93272249,81,"Region 02 NJ, NY",-0.121741535,1.135629834
6701,6/7/2020,NJ,0.941392727,72,"Region 02 NJ, NY",-0.065731788,0.386452557
6702,6/8/2020,NJ,0.952096615,70,"Region 02 NJ, NY",0.003415347,0.219968718
6703,6/9/2020,NJ,0.960552697,76,"Region 02 NJ, NY",0.058041652,0.719420236
6704,6/10/2020,NJ,0.97060985,78,"Region 02 NJ, NY",0.123010879,0.885904075
6705,6/11/2020,NJ,0.974721314,80,"Region 02 NJ, NY",0.149570944,1.052387914
6706,6/12/2020,NJ,0.981090234,79,"Region 02 NJ, NY",0.190714179,0.969145995
6707,6/13/2020,NJ,0.986675858,67.5,"Region 02 NJ, NY",0.22679732,0.011863918
6708,6/14/2020,NJ,0.991567428,64,"Region 02 NJ, NY",0.258396871,-0.2794828
6709,6/15/2020,NJ,0.998005223,65.5,"Region 02 NJ, NY",0.299985038,-0.154619921
6710,6/16/2020,NJ,1.001822346,67.5,"Region 02 NJ, NY",0.32464366,0.011863918
6711,6/17/2020,NJ,1.004535018,70,"Region 02 NJ, NY",0.342167526,0.219968718
6712,6/18/2020,NJ,1.007225783,70.5,"Region 02 NJ, NY",0.359549872,0.261589677
6713,6/19/2020,NJ,1.005113441,74.5,"Region 02 NJ, NY",0.345904139,0.594557356
6714,6/20/2020,NJ,1.008462613,77,"Region 02 NJ, NY",0.367539796,0.802662155
6715,6/21/2020,NJ,1.003746591,76.5,"Region 02 NJ, NY",0.337074286,0.761041196
6716,6/22/2020,NJ,1.005182671,80.5,"Region 02 NJ, NY",0.346351365,1.094008874
6717,6/23/2020,NJ,1.006011928,79.5,"Region 02 NJ, NY",0.351708367,1.010766955
6718,6/24/2020,NJ,0.999585998,81.5,"Region 02 NJ, NY",0.310196847,1.177250794
6719,6/25/2020,NJ,0.996819766,78.5,"Region 02 NJ, NY",0.292326984,0.927525035
6720,6/26/2020,NJ,0.995728558,77.5,"Region 02 NJ, NY",0.285277778,0.844283115
6721,6/27/2020,NJ,0.99247836,77,"Region 02 NJ, NY",0.264281493,0.802662155
6722,6/28/2020,NJ,0.993069291,82.5,"Region 02 NJ, NY",0.268098908,1.260492714
6723,6/29/2020,NJ,0.993501766,81,"Region 02 NJ, NY",0.270892698,1.135629834
6724,6/30/2020,NJ,0.992218535,75,"Region 02 NJ, NY",0.262603023,0.636178316
6725,7/1/2020,NJ,0.991744239,73.5,"Region 02 NJ, NY",0.25953907,0.511315437
6726,7/2/2020,NJ,0.991307391,81,"Region 02 NJ, NY",0.256717031,1.135629834
6727,7/3/2020,NJ,0.992313075,83.5,"Region 02 NJ, NY",0.263213752,1.343734633
6728,7/4/2020,NJ,0.992240344,78.5,"Region 02 NJ, NY",0.262743909,0.927525035
6729,7/5/2020,NJ,0.986356431,83,"Region 02 NJ, NY",0.224733821,1.302113674
6730,7/6/2020,NJ,0.991614117,82,"Region 02 NJ, NY",0.258698482,1.218871754
6731,7/7/2020,NJ,0.9881959,78,"Region 02 NJ, NY",0.236616794,0.885904075
6732,7/8/2020,NJ,0.985165059,79,"Region 02 NJ, NY",0.217037555,0.969145995
6733,7/9/2020,NJ,0.98438065,80.5,"Region 02 NJ, NY",0.211970272,1.094008874
6734,7/10/2020,NJ,0.981065034,76,"Region 02 NJ, NY",0.190551387,0.719420236
6735,7/11/2020,NJ,0.98549996,79,"Region 02 NJ, NY",0.219201017,0.969145995
6736,7/12/2020,NJ,0.985497836,81,"Region 02 NJ, NY",0.219187296,1.135629834
6737,7/13/2020,NJ,0.986217223,80,"Region 02 NJ, NY",0.223834537,1.052387914
6738,7/14/2020,NJ,0.983472927,79,"Region 02 NJ, NY",0.20610638,0.969145995
6739,7/15/2020,NJ,0.98958488,75.5,"Region 02 NJ, NY",0.245589607,0.677799276
6740,7/16/2020,NJ,0.987617608,74,"Region 02 NJ, NY",0.232881026,0.552936396
6741,7/17/2020,NJ,0.9863044,78.5,"Region 02 NJ, NY",0.2243977,0.927525035
6742,7/18/2020,NJ,0.987972543,82,"Region 02 NJ, NY",0.235173907,1.218871754
6743,7/19/2020,NJ,0.984397705,85,"Region 02 NJ, NY",0.212080447,1.468597513
6744,7/20/2020,NJ,0.985267252,88,"Region 02 NJ, NY",0.217697722,1.718323272
6745,7/21/2020,NJ,0.985167518,84,"Region 02 NJ, NY",0.217053441,1.385355593
6746,7/22/2020,NJ,0.984310085,83,"Region 02 NJ, NY",0.211514422,1.302113674
6747,7/23/2020,NJ,0.989649439,82,"Region 02 NJ, NY",0.246006658,1.218871754
6748,7/24/2020,NJ,0.990702526,76.5,"Region 02 NJ, NY",0.252809602,0.761041196
6749,7/25/2020,NJ,0.988899863,81,"Region 02 NJ, NY",0.241164396,1.135629834
6750,7/26/2020,NJ,0.989023823,84.5,"Region 02 NJ, NY",0.241965178,1.426976553
6751,7/27/2020,NJ,0.985603156,85.5,"Region 02 NJ, NY",0.219867663,1.510218473
6752,7/28/2020,NJ,0.988820181,87.5,"Region 02 NJ, NY",0.24064965,1.676702312
6753,7/29/2020,NJ,0.987045059,84.5,"Region 02 NJ, NY",0.229182359,1.426976553
6754,7/30/2020,NJ,0.986667342,84,"Region 02 NJ, NY",0.226742306,1.385355593
6755,7/31/2020,NJ,0.98809646,76.5,"Region 02 NJ, NY",0.235974411,0.761041196
6756,8/1/2020,NJ,0.991387906,78.5,"Region 02 NJ, NY",0.257237158,0.927525035
6757,8/2/2020,NJ,0.991280157,85,"Region 02 NJ, NY",0.2565411,1.468597513
6758,8/3/2020,NJ,0.991654185,82.5,"Region 02 NJ, NY",0.258957321,1.260492714
6759,8/4/2020,NJ,0.996461508,75.5,"Region 02 NJ, NY",0.290012636,0.677799276
6760,8/5/2020,NJ,0.992144813,80,"Region 02 NJ, NY",0.262126779,1.052387914
6761,8/6/2020,NJ,0.996058409,75.5,"Region 02 NJ, NY",0.287408616,0.677799276
6762,8/7/2020,NJ,0.996076294,74,"Region 02 NJ, NY",0.287524153,0.552936396
6763,8/8/2020,NJ,0.999885837,76.5,"Region 02 NJ, NY",0.312133808,0.761041196
6764,8/9/2020,NJ,1.006911989,79.5,"Region 02 NJ, NY",0.357522763,1.010766955
6765,8/10/2020,NJ,1.011649908,83.5,"Region 02 NJ, NY",0.388129728,1.343734633
6766,8/11/2020,NJ,1.014224661,81.5,"Region 02 NJ, NY",0.404762637,1.177250794
6767,8/12/2020,NJ,1.020261167,84,"Region 02 NJ, NY",0.443758477,1.385355593
6768,8/13/2020,NJ,1.025535501,76.5,"Region 02 NJ, NY",0.477830684,0.761041196
6769,8/14/2020,NJ,1.027208045,81,"Region 02 NJ, NY",0.488635321,1.135629834
6770,8/15/2020,NJ,1.032995467,77.5,"Region 02 NJ, NY",0.526022078,0.844283115
6771,8/16/2020,NJ,1.033073172,70,"Region 02 NJ, NY",0.526524052,0.219968718
6772,8/17/2020,NJ,1.033767704,74,"Region 02 NJ, NY",0.53101073,0.552936396
6773,8/18/2020,NJ,1.04080285,74,"Region 02 NJ, NY",0.576457786,0.552936396
6774,8/19/2020,NJ,1.042719974,72,"Region 02 NJ, NY",0.58884241,0.386452557
6775,8/20/2020,NJ,1.036615269,72,"Region 02 NJ, NY",0.549406005,0.386452557
6776,8/21/2020,NJ,1.036286741,76,"Region 02 NJ, NY",0.547283714,0.719420236
6777,8/22/2020,NJ,1.036589815,81.5,"Region 02 NJ, NY",0.549241572,1.177250794
6778,8/23/2020,NJ,1.036653705,79,"Region 02 NJ, NY",0.549654302,0.969145995
6779,8/24/2020,NJ,1.041944185,82.5,"Region 02 NJ, NY",0.583830812,1.260492714
6780,8/25/2020,NJ,1.042464421,82.5,"Region 02 NJ, NY",0.587191538,1.260492714
6781,8/26/2020,NJ,1.042524404,74.5,"Region 02 NJ, NY",0.587579028,0.594557356
6782,8/27/2020,NJ,1.045402134,80.5,"Region 02 NJ, NY",0.606169169,1.094008874
6783,8/28/2020,NJ,1.043092939,79,"Region 02 NJ, NY",0.591251765,0.969145995
6784,8/29/2020,NJ,1.046808739,77.5,"Region 02 NJ, NY",0.61525584,0.844283115
6785,8/30/2020,NJ,1.04793906,73,"Region 02 NJ, NY",0.622557715,0.469694477
6786,8/31/2020,NJ,1.044657771,69.5,"Region 02 NJ, NY",0.601360583,0.178347758
6787,9/1/2020,NJ,1.046948716,73.5,"Region 02 NJ, NY",0.616160091,0.511315437
6788,9/2/2020,NJ,1.050532282,76.5,"Region 02 NJ, NY",0.639309934,0.761041196
