date,State,Rt,Climate,Region
4/1/2020,AK,0.781024121,27,"Region 10 AK, ID, OR, WA"
4/2/2020,AK,0.773192274,28.5,"Region 10 AK, ID, OR, WA"
4/3/2020,AK,0.768387088,32,"Region 10 AK, ID, OR, WA"
4/4/2020,AK,0.761866583,36,"Region 10 AK, ID, OR, WA"
4/5/2020,AK,0.75937689,33,"Region 10 AK, ID, OR, WA"
4/6/2020,AK,0.757634489,26,"Region 10 AK, ID, OR, WA"
4/7/2020,AK,0.757502807,24.5,"Region 10 AK, ID, OR, WA"
4/8/2020,AK,0.756039385,27.5,"Region 10 AK, ID, OR, WA"
4/9/2020,AK,0.756815698,26.5,"Region 10 AK, ID, OR, WA"
4/10/2020,AK,0.759991546,27,"Region 10 AK, ID, OR, WA"
4/11/2020,AK,0.764379637,30.5,"Region 10 AK, ID, OR, WA"
4/12/2020,AK,0.769151857,34,"Region 10 AK, ID, OR, WA"
4/13/2020,AK,0.779603786,38.5,"Region 10 AK, ID, OR, WA"
4/14/2020,AK,0.793752659,39,"Region 10 AK, ID, OR, WA"
4/15/2020,AK,0.802006738,42.5,"Region 10 AK, ID, OR, WA"
4/16/2020,AK,0.814780627,41,"Region 10 AK, ID, OR, WA"
4/17/2020,AK,0.827772261,39,"Region 10 AK, ID, OR, WA"
4/18/2020,AK,0.844216355,40.5,"Region 10 AK, ID, OR, WA"
4/19/2020,AK,0.85513419,43.5,"Region 10 AK, ID, OR, WA"
4/20/2020,AK,0.869796115,43.5,"Region 10 AK, ID, OR, WA"
4/21/2020,AK,0.886832588,40.5,"Region 10 AK, ID, OR, WA"
4/22/2020,AK,0.906515749,42,"Region 10 AK, ID, OR, WA"
4/23/2020,AK,0.923174703,43.5,"Region 10 AK, ID, OR, WA"
4/24/2020,AK,0.944097536,44.5,"Region 10 AK, ID, OR, WA"
4/25/2020,AK,0.965455762,43.5,"Region 10 AK, ID, OR, WA"
4/26/2020,AK,0.987959323,40.5,"Region 10 AK, ID, OR, WA"
4/27/2020,AK,1.009911981,38.5,"Region 10 AK, ID, OR, WA"
4/28/2020,AK,1.037019754,42,"Region 10 AK, ID, OR, WA"
4/29/2020,AK,1.057084956,41,"Region 10 AK, ID, OR, WA"
4/30/2020,AK,1.08646653,42.5,"Region 10 AK, ID, OR, WA"
5/1/2020,AK,1.11080581,44.5,"Region 10 AK, ID, OR, WA"
5/2/2020,AK,1.137980536,45,"Region 10 AK, ID, OR, WA"
5/3/2020,AK,1.159906321,49,"Region 10 AK, ID, OR, WA"
5/4/2020,AK,1.18915809,45,"Region 10 AK, ID, OR, WA"
5/5/2020,AK,1.214688484,47,"Region 10 AK, ID, OR, WA"
5/6/2020,AK,1.236208827,49,"Region 10 AK, ID, OR, WA"
5/7/2020,AK,1.262694203,51.5,"Region 10 AK, ID, OR, WA"
5/8/2020,AK,1.284006042,47.5,"Region 10 AK, ID, OR, WA"
5/9/2020,AK,1.310391766,55.5,"Region 10 AK, ID, OR, WA"
5/10/2020,AK,1.331235108,52.5,"Region 10 AK, ID, OR, WA"
5/11/2020,AK,1.34745916,48.5,"Region 10 AK, ID, OR, WA"
5/12/2020,AK,1.363291482,49.5,"Region 10 AK, ID, OR, WA"
5/13/2020,AK,1.374194771,49,"Region 10 AK, ID, OR, WA"
5/14/2020,AK,1.384049665,47.5,"Region 10 AK, ID, OR, WA"
5/15/2020,AK,1.390932695,53.5,"Region 10 AK, ID, OR, WA"
5/16/2020,AK,1.390224857,50,"Region 10 AK, ID, OR, WA"
5/17/2020,AK,1.38952955,53.5,"Region 10 AK, ID, OR, WA"
5/18/2020,AK,1.387500112,50,"Region 10 AK, ID, OR, WA"
5/19/2020,AK,1.380344322,53,"Region 10 AK, ID, OR, WA"
5/20/2020,AK,1.367665491,53,"Region 10 AK, ID, OR, WA"
5/21/2020,AK,1.350433284,50,"Region 10 AK, ID, OR, WA"
5/22/2020,AK,1.334130304,49,"Region 10 AK, ID, OR, WA"
5/23/2020,AK,1.318099327,48.5,"Region 10 AK, ID, OR, WA"
5/24/2020,AK,1.299632874,49.5,"Region 10 AK, ID, OR, WA"
5/25/2020,AK,1.286579015,48.5,"Region 10 AK, ID, OR, WA"
5/26/2020,AK,1.270829723,50.5,"Region 10 AK, ID, OR, WA"
5/27/2020,AK,1.257550454,50.5,"Region 10 AK, ID, OR, WA"
5/28/2020,AK,1.245345357,57.5,"Region 10 AK, ID, OR, WA"
5/29/2020,AK,1.235067895,60.5,"Region 10 AK, ID, OR, WA"
5/30/2020,AK,1.223664962,52.5,"Region 10 AK, ID, OR, WA"
5/31/2020,AK,1.216887725,51.5,"Region 10 AK, ID, OR, WA"
6/1/2020,AK,1.211375773,52.5,"Region 10 AK, ID, OR, WA"
6/2/2020,AK,1.208989714,55,"Region 10 AK, ID, OR, WA"
6/3/2020,AK,1.20709111,56.5,"Region 10 AK, ID, OR, WA"
6/4/2020,AK,1.208369147,54,"Region 10 AK, ID, OR, WA"
6/5/2020,AK,1.208251855,57,"Region 10 AK, ID, OR, WA"
6/6/2020,AK,1.209191314,54,"Region 10 AK, ID, OR, WA"
6/7/2020,AK,1.220274629,54.5,"Region 10 AK, ID, OR, WA"
6/8/2020,AK,1.222843312,51,"Region 10 AK, ID, OR, WA"
6/9/2020,AK,1.231152759,51.5,"Region 10 AK, ID, OR, WA"
6/10/2020,AK,1.233605808,55,"Region 10 AK, ID, OR, WA"
6/11/2020,AK,1.239181441,55,"Region 10 AK, ID, OR, WA"
6/12/2020,AK,1.250195058,54,"Region 10 AK, ID, OR, WA"
6/13/2020,AK,1.260887209,55,"Region 10 AK, ID, OR, WA"
6/14/2020,AK,1.264590151,55,"Region 10 AK, ID, OR, WA"
6/15/2020,AK,1.27101929,57.5,"Region 10 AK, ID, OR, WA"
6/16/2020,AK,1.280701644,59.5,"Region 10 AK, ID, OR, WA"
6/17/2020,AK,1.281656878,58.5,"Region 10 AK, ID, OR, WA"
6/18/2020,AK,1.288872118,60,"Region 10 AK, ID, OR, WA"
6/19/2020,AK,1.290143713,51.5,"Region 10 AK, ID, OR, WA"
6/20/2020,AK,1.290753356,55,"Region 10 AK, ID, OR, WA"
6/21/2020,AK,1.288597852,59,"Region 10 AK, ID, OR, WA"
6/22/2020,AK,1.286939434,57,"Region 10 AK, ID, OR, WA"
6/23/2020,AK,1.281464682,56.5,"Region 10 AK, ID, OR, WA"
6/24/2020,AK,1.272140044,55.5,"Region 10 AK, ID, OR, WA"
6/25/2020,AK,1.270321811,56.5,"Region 10 AK, ID, OR, WA"
6/26/2020,AK,1.256548542,57.5,"Region 10 AK, ID, OR, WA"
6/27/2020,AK,1.250715823,56.5,"Region 10 AK, ID, OR, WA"
6/28/2020,AK,1.237995766,53,"Region 10 AK, ID, OR, WA"
6/29/2020,AK,1.227607832,55.5,"Region 10 AK, ID, OR, WA"
6/30/2020,AK,1.209846806,57,"Region 10 AK, ID, OR, WA"
7/1/2020,AK,1.193838588,60,"Region 10 AK, ID, OR, WA"
7/2/2020,AK,1.177465735,61.5,"Region 10 AK, ID, OR, WA"
7/3/2020,AK,1.162351871,63.5,"Region 10 AK, ID, OR, WA"
7/4/2020,AK,1.142085795,65,"Region 10 AK, ID, OR, WA"
7/5/2020,AK,1.125855539,63,"Region 10 AK, ID, OR, WA"
7/6/2020,AK,1.107925251,59.5,"Region 10 AK, ID, OR, WA"
7/7/2020,AK,1.087921348,60.5,"Region 10 AK, ID, OR, WA"
7/8/2020,AK,1.072158358,56,"Region 10 AK, ID, OR, WA"
7/9/2020,AK,1.055065166,58.5,"Region 10 AK, ID, OR, WA"
7/10/2020,AK,1.037569869,61,"Region 10 AK, ID, OR, WA"
7/11/2020,AK,1.026797475,61.5,"Region 10 AK, ID, OR, WA"
7/12/2020,AK,1.01330407,58.5,"Region 10 AK, ID, OR, WA"
7/13/2020,AK,0.996687443,60,"Region 10 AK, ID, OR, WA"
7/14/2020,AK,0.987905156,60.5,"Region 10 AK, ID, OR, WA"
7/15/2020,AK,0.978777828,63.5,"Region 10 AK, ID, OR, WA"
7/16/2020,AK,0.971730621,63.5,"Region 10 AK, ID, OR, WA"
7/17/2020,AK,0.962780286,61.5,"Region 10 AK, ID, OR, WA"
7/18/2020,AK,0.955477989,62,"Region 10 AK, ID, OR, WA"
7/19/2020,AK,0.95394651,61,"Region 10 AK, ID, OR, WA"
7/20/2020,AK,0.950811266,63.5,"Region 10 AK, ID, OR, WA"
7/21/2020,AK,0.949190198,63.5,"Region 10 AK, ID, OR, WA"
7/22/2020,AK,0.949186465,57,"Region 10 AK, ID, OR, WA"
7/23/2020,AK,0.946371053,59.5,"Region 10 AK, ID, OR, WA"
7/24/2020,AK,0.950184921,58,"Region 10 AK, ID, OR, WA"
7/25/2020,AK,0.947498634,59.5,"Region 10 AK, ID, OR, WA"
7/26/2020,AK,0.952398755,58.5,"Region 10 AK, ID, OR, WA"
7/27/2020,AK,0.956275113,58.5,"Region 10 AK, ID, OR, WA"
7/28/2020,AK,0.962414013,60.5,"Region 10 AK, ID, OR, WA"
7/29/2020,AK,0.965423204,62.5,"Region 10 AK, ID, OR, WA"
7/30/2020,AK,0.967636128,65.5,"Region 10 AK, ID, OR, WA"
7/31/2020,AK,0.970067937,63,"Region 10 AK, ID, OR, WA"
8/1/2020,AK,0.976123334,59,"Region 10 AK, ID, OR, WA"
8/2/2020,AK,0.977123597,62.5,"Region 10 AK, ID, OR, WA"
8/3/2020,AK,0.977984306,60.5,"Region 10 AK, ID, OR, WA"
8/4/2020,AK,0.978770917,61.5,"Region 10 AK, ID, OR, WA"
8/5/2020,AK,0.982255521,63,"Region 10 AK, ID, OR, WA"
8/6/2020,AK,0.981515091,58.5,"Region 10 AK, ID, OR, WA"
8/7/2020,AK,0.984651887,59.5,"Region 10 AK, ID, OR, WA"
8/8/2020,AK,0.987544154,60,"Region 10 AK, ID, OR, WA"
8/9/2020,AK,0.990891618,58.5,"Region 10 AK, ID, OR, WA"
8/10/2020,AK,0.994234911,60,"Region 10 AK, ID, OR, WA"
8/11/2020,AK,1.005400745,57.5,"Region 10 AK, ID, OR, WA"
8/12/2020,AK,1.007645617,57,"Region 10 AK, ID, OR, WA"
8/13/2020,AK,1.01263101,57.5,"Region 10 AK, ID, OR, WA"
8/14/2020,AK,1.017747946,59.5,"Region 10 AK, ID, OR, WA"
8/15/2020,AK,1.016207212,65.5,"Region 10 AK, ID, OR, WA"
8/16/2020,AK,1.019795455,65.5,"Region 10 AK, ID, OR, WA"
8/17/2020,AK,1.021032533,59,"Region 10 AK, ID, OR, WA"
8/18/2020,AK,1.021391826,59,"Region 10 AK, ID, OR, WA"
8/19/2020,AK,1.024057168,58,"Region 10 AK, ID, OR, WA"
8/20/2020,AK,1.028600352,59,"Region 10 AK, ID, OR, WA"
8/21/2020,AK,1.028817809,61,"Region 10 AK, ID, OR, WA"
8/22/2020,AK,1.030583357,62,"Region 10 AK, ID, OR, WA"
8/23/2020,AK,1.032401306,60.5,"Region 10 AK, ID, OR, WA"
8/24/2020,AK,1.032519567,58,"Region 10 AK, ID, OR, WA"
8/25/2020,AK,1.036027793,55.5,"Region 10 AK, ID, OR, WA"
8/26/2020,AK,1.035441355,56.5,"Region 10 AK, ID, OR, WA"
8/27/2020,AK,1.034970389,55,"Region 10 AK, ID, OR, WA"
8/28/2020,AK,1.038042205,53,"Region 10 AK, ID, OR, WA"
8/29/2020,AK,1.043359552,54,"Region 10 AK, ID, OR, WA"
8/30/2020,AK,1.044498688,53,"Region 10 AK, ID, OR, WA"
8/31/2020,AK,1.050890378,55,"Region 10 AK, ID, OR, WA"
9/1/2020,AK,1.055805973,57,"Region 10 AK, ID, OR, WA"
9/2/2020,AK,1.060480961,54,"Region 10 AK, ID, OR, WA"
9/3/2020,AK,1.063005636,54,"Region 10 AK, ID, OR, WA"
9/4/2020,AK,1.068651622,52,"Region 10 AK, ID, OR, WA"
9/5/2020,AK,1.076717877,50.5,"Region 10 AK, ID, OR, WA"
9/6/2020,AK,1.083613453,48.5,"Region 10 AK, ID, OR, WA"
9/7/2020,AK,1.090834367,54,"Region 10 AK, ID, OR, WA"
9/8/2020,AK,1.096863617,54,"Region 10 AK, ID, OR, WA"
9/9/2020,AK,1.101704763,52.5,"Region 10 AK, ID, OR, WA"
9/10/2020,AK,1.109167537,51,"Region 10 AK, ID, OR, WA"
9/11/2020,AK,1.115798791,46,"Region 10 AK, ID, OR, WA"
9/12/2020,AK,1.125415202,46,"Region 10 AK, ID, OR, WA"
9/13/2020,AK,1.129872482,48.5,"Region 10 AK, ID, OR, WA"
9/14/2020,AK,1.139087497,50,"Region 10 AK, ID, OR, WA"
9/15/2020,AK,1.14503935,49.5,"Region 10 AK, ID, OR, WA"
9/16/2020,AK,1.149130769,51.5,"Region 10 AK, ID, OR, WA"
9/17/2020,AK,1.152145963,53.5,"Region 10 AK, ID, OR, WA"
9/18/2020,AK,1.158257238,54.5,"Region 10 AK, ID, OR, WA"
9/19/2020,AK,1.163576038,52,"Region 10 AK, ID, OR, WA"
9/20/2020,AK,1.167906132,47.5,"Region 10 AK, ID, OR, WA"
9/21/2020,AK,1.173031499,46.5,"Region 10 AK, ID, OR, WA"
9/22/2020,AK,1.17314515,49,"Region 10 AK, ID, OR, WA"
9/23/2020,AK,1.178059086,50.5,"Region 10 AK, ID, OR, WA"
9/24/2020,AK,1.179510593,49,"Region 10 AK, ID, OR, WA"
9/25/2020,AK,1.173350499,51,"Region 10 AK, ID, OR, WA"
9/26/2020,AK,1.173268682,48.5,"Region 10 AK, ID, OR, WA"
9/27/2020,AK,1.174604104,49,"Region 10 AK, ID, OR, WA"
9/28/2020,AK,1.173386412,47.5,"Region 10 AK, ID, OR, WA"
9/29/2020,AK,1.17071888,48.5,"Region 10 AK, ID, OR, WA"
9/30/2020,AK,1.16994061,53,"Region 10 AK, ID, OR, WA"
10/1/2020,AK,1.171410201,54.5,"Region 10 AK, ID, OR, WA"
10/2/2020,AK,1.170212276,53.5,"Region 10 AK, ID, OR, WA"
10/3/2020,AK,1.167262011,51,"Region 10 AK, ID, OR, WA"
10/4/2020,AK,1.16378036,42,"Region 10 AK, ID, OR, WA"
10/5/2020,AK,1.159444043,46.5,"Region 10 AK, ID, OR, WA"
10/6/2020,AK,1.159622925,46,"Region 10 AK, ID, OR, WA"
10/7/2020,AK,1.160188592,48.5,"Region 10 AK, ID, OR, WA"
10/8/2020,AK,1.158541945,46,"Region 10 AK, ID, OR, WA"
10/9/2020,AK,1.158263225,45.5,"Region 10 AK, ID, OR, WA"
10/10/2020,AK,1.158501107,41,"Region 10 AK, ID, OR, WA"
10/11/2020,AK,1.157533281,41.5,"Region 10 AK, ID, OR, WA"
10/12/2020,AK,1.160788282,41,"Region 10 AK, ID, OR, WA"
10/13/2020,AK,1.155522945,40.5,"Region 10 AK, ID, OR, WA"
10/14/2020,AK,1.155526796,40,"Region 10 AK, ID, OR, WA"
10/15/2020,AK,1.160121351,37,"Region 10 AK, ID, OR, WA"
10/16/2020,AK,1.160579941,30.5,"Region 10 AK, ID, OR, WA"
10/17/2020,AK,1.15349635,33,"Region 10 AK, ID, OR, WA"
10/18/2020,AK,1.154911205,34,"Region 10 AK, ID, OR, WA"
10/19/2020,AK,1.151372971,31.5,"Region 10 AK, ID, OR, WA"
10/20/2020,AK,1.146013567,30.5,"Region 10 AK, ID, OR, WA"
10/21/2020,AK,1.154192214,31,"Region 10 AK, ID, OR, WA"
10/22/2020,AK,1.155607755,29.5,"Region 10 AK, ID, OR, WA"
10/23/2020,AK,1.157496003,32,"Region 10 AK, ID, OR, WA"
10/24/2020,AK,1.155122748,35,"Region 10 AK, ID, OR, WA"
10/25/2020,AK,1.153300988,35.5,"Region 10 AK, ID, OR, WA"
10/26/2020,AK,1.150878868,36.5,"Region 10 AK, ID, OR, WA"
10/27/2020,AK,1.158468522,30.5,"Region 10 AK, ID, OR, WA"
10/28/2020,AK,1.151549264,27,"Region 10 AK, ID, OR, WA"
10/29/2020,AK,1.154243773,24,"Region 10 AK, ID, OR, WA"
10/30/2020,AK,1.157955649,20.5,"Region 10 AK, ID, OR, WA"
10/31/2020,AK,1.163652763,17.5,"Region 10 AK, ID, OR, WA"
4/1/2020,AL,1.009097169,53.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
4/2/2020,AL,0.990389108,56.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
4/3/2020,AL,0.975676556,62.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
4/4/2020,AL,0.96247626,67,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
4/5/2020,AL,0.951198113,69.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
4/6/2020,AL,0.950105603,70,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
4/7/2020,AL,0.945247252,68,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
4/8/2020,AL,0.941189985,72.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
4/9/2020,AL,0.937279218,69,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
4/10/2020,AL,0.939422226,51,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
4/11/2020,AL,0.943021856,56,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
4/12/2020,AL,0.945063657,65,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
4/13/2020,AL,0.951238281,59,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
4/14/2020,AL,0.958114312,54,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
4/15/2020,AL,0.966615981,49.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
4/16/2020,AL,0.974789071,53,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
4/17/2020,AL,0.981581095,62.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
4/18/2020,AL,0.987832057,59.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
4/19/2020,AL,0.997043712,55,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
4/20/2020,AL,1.004151745,62.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
4/21/2020,AL,1.012954843,63.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
4/22/2020,AL,1.022375281,57.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
4/23/2020,AL,1.027741553,63,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
4/24/2020,AL,1.032359852,66.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
4/25/2020,AL,1.039810263,68.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
4/26/2020,AL,1.049171034,58.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
4/27/2020,AL,1.052458996,57.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
4/28/2020,AL,1.054699311,66,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
4/29/2020,AL,1.060872645,64.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
4/30/2020,AL,1.061191382,60.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
5/1/2020,AL,1.067573411,62,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
5/2/2020,AL,1.06810961,67.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
5/3/2020,AL,1.073875292,73.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
5/4/2020,AL,1.072687278,75,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
5/5/2020,AL,1.073593026,71,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
5/6/2020,AL,1.079128626,59.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
5/7/2020,AL,1.075795524,56,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
5/8/2020,AL,1.071642546,56,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
5/9/2020,AL,1.073264623,53.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
5/10/2020,AL,1.070343916,57,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
5/11/2020,AL,1.068018689,59,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
5/12/2020,AL,1.066063836,62.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
5/13/2020,AL,1.065477897,71,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
5/14/2020,AL,1.059608196,75,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
5/15/2020,AL,1.059346449,77,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
5/16/2020,AL,1.054843821,76,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
5/17/2020,AL,1.049668578,73,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
5/18/2020,AL,1.045708649,74,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
5/19/2020,AL,1.048259477,66,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
5/20/2020,AL,1.048001445,66.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
5/21/2020,AL,1.050482829,69,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
5/22/2020,AL,1.047713673,77,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
5/23/2020,AL,1.053809431,77,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
5/24/2020,AL,1.055146758,77.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
5/25/2020,AL,1.05767885,79.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
5/26/2020,AL,1.059069976,72,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
5/27/2020,AL,1.061567928,73,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
5/28/2020,AL,1.063646908,75,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
5/29/2020,AL,1.064356712,75.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
5/30/2020,AL,1.065329369,74,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
5/31/2020,AL,1.065187696,72,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
6/1/2020,AL,1.063698567,73,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
6/2/2020,AL,1.066706563,81,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
6/3/2020,AL,1.065279188,80.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
6/4/2020,AL,1.062892212,78.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
6/5/2020,AL,1.06414319,79.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
6/6/2020,AL,1.064038301,79,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
6/7/2020,AL,1.062678073,79.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
6/8/2020,AL,1.06324404,81,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
6/9/2020,AL,1.063079573,81.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
6/10/2020,AL,1.067463827,80,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
6/11/2020,AL,1.069339967,73,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
6/12/2020,AL,1.073141259,72.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
6/13/2020,AL,1.073091484,76,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
6/14/2020,AL,1.072606504,78,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
6/15/2020,AL,1.070072817,75,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
6/16/2020,AL,1.075783172,73,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
6/17/2020,AL,1.07715411,73,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
6/18/2020,AL,1.075376405,74,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
6/19/2020,AL,1.074352387,77.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
6/20/2020,AL,1.073922539,81.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
6/21/2020,AL,1.081318671,81,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
6/22/2020,AL,1.076526745,79.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
6/23/2020,AL,1.075523286,79,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
6/24/2020,AL,1.073532648,73.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
6/25/2020,AL,1.075873118,77.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
6/26/2020,AL,1.078136301,73,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
6/27/2020,AL,1.077220577,78.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
6/28/2020,AL,1.075536687,83.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
6/29/2020,AL,1.074350083,84.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
6/30/2020,AL,1.069752662,82.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
7/1/2020,AL,1.06513195,76.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
7/2/2020,AL,1.062244424,81,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
7/3/2020,AL,1.057388902,84,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
7/4/2020,AL,1.054140237,84,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
7/5/2020,AL,1.044711004,83.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
7/6/2020,AL,1.032915731,81,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
7/7/2020,AL,1.026635123,81.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
7/8/2020,AL,1.014934694,81,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
7/9/2020,AL,1.008100704,81,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
7/10/2020,AL,0.999846212,84,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
7/11/2020,AL,0.987794909,81,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
7/12/2020,AL,0.980443535,80,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
7/13/2020,AL,0.966678892,79,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
7/14/2020,AL,0.955574659,81.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
7/15/2020,AL,0.94555896,83,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
7/16/2020,AL,0.937670787,81.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
7/17/2020,AL,0.931068972,83.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
7/18/2020,AL,0.921396597,85.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
7/19/2020,AL,0.914951143,85.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
7/20/2020,AL,0.908156502,85.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
7/21/2020,AL,0.90456203,83.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
7/22/2020,AL,0.90004227,83,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
7/23/2020,AL,0.901120712,82.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
7/24/2020,AL,0.90007737,80.5,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
7/25/2020,AL,0.899511644,82,"Region 04 AL, FL, GA, KY, MS, NC, SC, TN"
