date,State,Rt,Climate,Region
7/25/2020,IL,1.025991119,80.5,"Region 05 IL, IN, MI, MN, OH, WI"
7/26/2020,IL,1.019754879,86,"Region 05 IL, IN, MI, MN, OH, WI"
7/27/2020,IL,1.019269002,79.5,"Region 05 IL, IN, MI, MN, OH, WI"
7/28/2020,IL,1.016213978,79,"Region 05 IL, IN, MI, MN, OH, WI"
7/29/2020,IL,1.014438006,82,"Region 05 IL, IN, MI, MN, OH, WI"
7/30/2020,IL,1.014600155,75.5,"Region 05 IL, IN, MI, MN, OH, WI"
7/31/2020,IL,1.014593663,74,"Region 05 IL, IN, MI, MN, OH, WI"
8/1/2020,IL,1.016062246,74.5,"Region 05 IL, IN, MI, MN, OH, WI"
8/2/2020,IL,1.016967432,76.5,"Region 05 IL, IN, MI, MN, OH, WI"
8/3/2020,IL,1.013602833,66.5,"Region 05 IL, IN, MI, MN, OH, WI"
8/4/2020,IL,1.009538344,67.5,"Region 05 IL, IN, MI, MN, OH, WI"
8/5/2020,IL,1.010209901,67,"Region 05 IL, IN, MI, MN, OH, WI"
8/6/2020,IL,1.006513807,74,"Region 05 IL, IN, MI, MN, OH, WI"
8/7/2020,IL,1.005198355,74,"Region 05 IL, IN, MI, MN, OH, WI"
8/8/2020,IL,1.005412223,78.5,"Region 05 IL, IN, MI, MN, OH, WI"
8/9/2020,IL,0.99815147,83,"Region 05 IL, IN, MI, MN, OH, WI"
8/10/2020,IL,0.997347829,80,"Region 05 IL, IN, MI, MN, OH, WI"
8/11/2020,IL,0.99821285,75.5,"Region 05 IL, IN, MI, MN, OH, WI"
8/12/2020,IL,0.997416657,75,"Region 05 IL, IN, MI, MN, OH, WI"
8/13/2020,IL,0.990630916,78,"Region 05 IL, IN, MI, MN, OH, WI"
8/14/2020,IL,0.987466127,79,"Region 05 IL, IN, MI, MN, OH, WI"
8/15/2020,IL,0.985387831,80,"Region 05 IL, IN, MI, MN, OH, WI"
8/16/2020,IL,0.976919107,75,"Region 05 IL, IN, MI, MN, OH, WI"
8/17/2020,IL,0.972775137,77.5,"Region 05 IL, IN, MI, MN, OH, WI"
8/18/2020,IL,0.969546297,72,"Region 05 IL, IN, MI, MN, OH, WI"
8/19/2020,IL,0.96498162,73,"Region 05 IL, IN, MI, MN, OH, WI"
8/20/2020,IL,0.95770179,75,"Region 05 IL, IN, MI, MN, OH, WI"
8/21/2020,IL,0.952550983,77.5,"Region 05 IL, IN, MI, MN, OH, WI"
8/22/2020,IL,0.946955561,78,"Region 05 IL, IN, MI, MN, OH, WI"
8/23/2020,IL,0.942725868,81,"Region 05 IL, IN, MI, MN, OH, WI"
8/24/2020,IL,0.937588827,84.5,"Region 05 IL, IN, MI, MN, OH, WI"
8/25/2020,IL,0.939222502,81.5,"Region 05 IL, IN, MI, MN, OH, WI"
8/26/2020,IL,0.937965427,85,"Region 05 IL, IN, MI, MN, OH, WI"
8/27/2020,IL,0.937586051,86.5,"Region 05 IL, IN, MI, MN, OH, WI"
8/28/2020,IL,0.93393121,86,"Region 05 IL, IN, MI, MN, OH, WI"
8/29/2020,IL,0.936275844,74,"Region 05 IL, IN, MI, MN, OH, WI"
8/30/2020,IL,0.942845803,69.5,"Region 05 IL, IN, MI, MN, OH, WI"
8/31/2020,IL,0.943266746,75.5,"Region 05 IL, IN, MI, MN, OH, WI"
9/1/2020,IL,0.946821546,72,"Region 05 IL, IN, MI, MN, OH, WI"
9/2/2020,IL,0.948857626,78.5,"Region 05 IL, IN, MI, MN, OH, WI"
9/3/2020,IL,0.952326473,76.5,"Region 05 IL, IN, MI, MN, OH, WI"
9/4/2020,IL,0.960848077,68,"Region 05 IL, IN, MI, MN, OH, WI"
9/5/2020,IL,0.969160764,73,"Region 05 IL, IN, MI, MN, OH, WI"
9/6/2020,IL,0.974718327,71,"Region 05 IL, IN, MI, MN, OH, WI"
9/7/2020,IL,0.981468675,71,"Region 05 IL, IN, MI, MN, OH, WI"
9/8/2020,IL,0.987004319,62.5,"Region 05 IL, IN, MI, MN, OH, WI"
9/9/2020,IL,0.993072089,60.5,"Region 05 IL, IN, MI, MN, OH, WI"
9/10/2020,IL,0.999225476,61.5,"Region 05 IL, IN, MI, MN, OH, WI"
9/11/2020,IL,1.006631764,64.5,"Region 05 IL, IN, MI, MN, OH, WI"
9/12/2020,IL,1.015148398,68,"Region 05 IL, IN, MI, MN, OH, WI"
9/13/2020,IL,1.023117367,69,"Region 05 IL, IN, MI, MN, OH, WI"
9/14/2020,IL,1.031425005,67.5,"Region 05 IL, IN, MI, MN, OH, WI"
9/15/2020,IL,1.042016114,69.5,"Region 05 IL, IN, MI, MN, OH, WI"
9/16/2020,IL,1.049596174,73.5,"Region 05 IL, IN, MI, MN, OH, WI"
9/17/2020,IL,1.059757165,63.5,"Region 05 IL, IN, MI, MN, OH, WI"
9/18/2020,IL,1.069171433,55,"Region 05 IL, IN, MI, MN, OH, WI"
9/19/2020,IL,1.076606325,56.5,"Region 05 IL, IN, MI, MN, OH, WI"
9/20/2020,IL,1.088306247,60.5,"Region 05 IL, IN, MI, MN, OH, WI"
9/21/2020,IL,1.101706795,64,"Region 05 IL, IN, MI, MN, OH, WI"
9/22/2020,IL,1.112932138,66.5,"Region 05 IL, IN, MI, MN, OH, WI"
9/23/2020,IL,1.121055661,69,"Region 05 IL, IN, MI, MN, OH, WI"
9/24/2020,IL,1.130234785,68.5,"Region 05 IL, IN, MI, MN, OH, WI"
9/25/2020,IL,1.138645854,70.5,"Region 05 IL, IN, MI, MN, OH, WI"
9/26/2020,IL,1.146939553,71.5,"Region 05 IL, IN, MI, MN, OH, WI"
9/27/2020,IL,1.152239358,66,"Region 05 IL, IN, MI, MN, OH, WI"
9/28/2020,IL,1.160944652,57,"Region 05 IL, IN, MI, MN, OH, WI"
9/29/2020,IL,1.166458816,53,"Region 05 IL, IN, MI, MN, OH, WI"
9/30/2020,IL,1.166611606,59.5,"Region 05 IL, IN, MI, MN, OH, WI"
10/1/2020,IL,1.169882036,53,"Region 05 IL, IN, MI, MN, OH, WI"
10/2/2020,IL,1.177214237,48.5,"Region 05 IL, IN, MI, MN, OH, WI"
10/3/2020,IL,1.174207462,51,"Region 05 IL, IN, MI, MN, OH, WI"
10/4/2020,IL,1.175571966,48.5,"Region 05 IL, IN, MI, MN, OH, WI"
10/5/2020,IL,1.17509033,50.5,"Region 05 IL, IN, MI, MN, OH, WI"
10/6/2020,IL,1.175458433,63.5,"Region 05 IL, IN, MI, MN, OH, WI"
10/7/2020,IL,1.175446977,64.5,"Region 05 IL, IN, MI, MN, OH, WI"
10/8/2020,IL,1.174516182,60,"Region 05 IL, IN, MI, MN, OH, WI"
10/9/2020,IL,1.17543726,67,"Region 05 IL, IN, MI, MN, OH, WI"
10/10/2020,IL,1.175902784,67,"Region 05 IL, IN, MI, MN, OH, WI"
10/11/2020,IL,1.176091682,62.5,"Region 05 IL, IN, MI, MN, OH, WI"
10/12/2020,IL,1.177557714,58.5,"Region 05 IL, IN, MI, MN, OH, WI"
10/13/2020,IL,1.176409146,59.5,"Region 05 IL, IN, MI, MN, OH, WI"
10/14/2020,IL,1.177089462,63,"Region 05 IL, IN, MI, MN, OH, WI"
10/15/2020,IL,1.176871844,52.5,"Region 05 IL, IN, MI, MN, OH, WI"
10/16/2020,IL,1.175349525,45,"Region 05 IL, IN, MI, MN, OH, WI"
10/17/2020,IL,1.179760788,51,"Region 05 IL, IN, MI, MN, OH, WI"
10/18/2020,IL,1.179068258,50,"Region 05 IL, IN, MI, MN, OH, WI"
10/19/2020,IL,1.180753824,44,"Region 05 IL, IN, MI, MN, OH, WI"
10/20/2020,IL,1.180701335,45.5,"Region 05 IL, IN, MI, MN, OH, WI"
10/21/2020,IL,1.180580211,53,"Region 05 IL, IN, MI, MN, OH, WI"
10/22/2020,IL,1.176658119,62.5,"Region 05 IL, IN, MI, MN, OH, WI"
10/23/2020,IL,1.180611691,55,"Region 05 IL, IN, MI, MN, OH, WI"
10/24/2020,IL,1.180436262,41.5,"Region 05 IL, IN, MI, MN, OH, WI"
10/25/2020,IL,1.184301334,43,"Region 05 IL, IN, MI, MN, OH, WI"
10/26/2020,IL,1.185805784,36.5,"Region 05 IL, IN, MI, MN, OH, WI"
10/27/2020,IL,1.18332103,35.5,"Region 05 IL, IN, MI, MN, OH, WI"
10/28/2020,IL,1.185880653,41,"Region 05 IL, IN, MI, MN, OH, WI"
10/29/2020,IL,1.181357786,42,"Region 05 IL, IN, MI, MN, OH, WI"
10/30/2020,IL,1.186200632,37.5,"Region 05 IL, IN, MI, MN, OH, WI"
10/31/2020,IL,1.188659041,44.5,"Region 05 IL, IN, MI, MN, OH, WI"
4/1/2020,IN,1.010564219,47.5,"Region 05 IL, IN, MI, MN, OH, WI"
4/2/2020,IN,0.998257209,48.5,"Region 05 IL, IN, MI, MN, OH, WI"
4/3/2020,IN,0.98607263,58,"Region 05 IL, IN, MI, MN, OH, WI"
4/4/2020,IN,0.980233189,51,"Region 05 IL, IN, MI, MN, OH, WI"
4/5/2020,IN,0.975011231,48.5,"Region 05 IL, IN, MI, MN, OH, WI"
4/6/2020,IN,0.968834505,55.5,"Region 05 IL, IN, MI, MN, OH, WI"
4/7/2020,IN,0.960899676,67.5,"Region 05 IL, IN, MI, MN, OH, WI"
4/8/2020,IN,0.956155043,65.5,"Region 05 IL, IN, MI, MN, OH, WI"
4/9/2020,IN,0.947713016,44,"Region 05 IL, IN, MI, MN, OH, WI"
4/10/2020,IN,0.944064754,41,"Region 05 IL, IN, MI, MN, OH, WI"
4/11/2020,IN,0.933552867,51.5,"Region 05 IL, IN, MI, MN, OH, WI"
4/12/2020,IN,0.929313519,54,"Region 05 IL, IN, MI, MN, OH, WI"
4/13/2020,IN,0.921138763,45.5,"Region 05 IL, IN, MI, MN, OH, WI"
4/14/2020,IN,0.910708289,38.5,"Region 05 IL, IN, MI, MN, OH, WI"
4/15/2020,IN,0.90162102,38,"Region 05 IL, IN, MI, MN, OH, WI"
4/16/2020,IN,0.890417272,36,"Region 05 IL, IN, MI, MN, OH, WI"
4/17/2020,IN,0.88068314,42,"Region 05 IL, IN, MI, MN, OH, WI"
4/18/2020,IN,0.870772868,42.5,"Region 05 IL, IN, MI, MN, OH, WI"
4/19/2020,IN,0.866832181,50.5,"Region 05 IL, IN, MI, MN, OH, WI"
4/20/2020,IN,0.860102243,51,"Region 05 IL, IN, MI, MN, OH, WI"
4/21/2020,IN,0.850933179,49,"Region 05 IL, IN, MI, MN, OH, WI"
4/22/2020,IN,0.845347234,54,"Region 05 IL, IN, MI, MN, OH, WI"
4/23/2020,IN,0.841844892,55.5,"Region 05 IL, IN, MI, MN, OH, WI"
4/24/2020,IN,0.838967393,57.5,"Region 05 IL, IN, MI, MN, OH, WI"
4/25/2020,IN,0.837637185,57,"Region 05 IL, IN, MI, MN, OH, WI"
4/26/2020,IN,0.839538964,52.5,"Region 05 IL, IN, MI, MN, OH, WI"
4/27/2020,IN,0.841325363,51.5,"Region 05 IL, IN, MI, MN, OH, WI"
4/28/2020,IN,0.839250375,64.5,"Region 05 IL, IN, MI, MN, OH, WI"
4/29/2020,IN,0.841178884,58.5,"Region 05 IL, IN, MI, MN, OH, WI"
4/30/2020,IN,0.846474413,46.5,"Region 05 IL, IN, MI, MN, OH, WI"
5/1/2020,IN,0.84819564,52.5,"Region 05 IL, IN, MI, MN, OH, WI"
5/2/2020,IN,0.854613388,68,"Region 05 IL, IN, MI, MN, OH, WI"
5/3/2020,IN,0.858852719,61,"Region 05 IL, IN, MI, MN, OH, WI"
5/4/2020,IN,0.862119762,55,"Region 05 IL, IN, MI, MN, OH, WI"
5/5/2020,IN,0.86830646,49,"Region 05 IL, IN, MI, MN, OH, WI"
5/6/2020,IN,0.870246817,49.5,"Region 05 IL, IN, MI, MN, OH, WI"
5/7/2020,IN,0.875292474,54.5,"Region 05 IL, IN, MI, MN, OH, WI"
5/8/2020,IN,0.879201714,45.5,"Region 05 IL, IN, MI, MN, OH, WI"
5/9/2020,IN,0.8833326,41,"Region 05 IL, IN, MI, MN, OH, WI"
5/10/2020,IN,0.887055279,50,"Region 05 IL, IN, MI, MN, OH, WI"
5/11/2020,IN,0.886231855,42.5,"Region 05 IL, IN, MI, MN, OH, WI"
5/12/2020,IN,0.887638826,48,"Region 05 IL, IN, MI, MN, OH, WI"
5/13/2020,IN,0.887357619,52,"Region 05 IL, IN, MI, MN, OH, WI"
5/14/2020,IN,0.889143439,66,"Region 05 IL, IN, MI, MN, OH, WI"
5/15/2020,IN,0.887042461,69,"Region 05 IL, IN, MI, MN, OH, WI"
5/16/2020,IN,0.887039572,69,"Region 05 IL, IN, MI, MN, OH, WI"
5/17/2020,IN,0.88304871,68.5,"Region 05 IL, IN, MI, MN, OH, WI"
5/18/2020,IN,0.882916167,61.5,"Region 05 IL, IN, MI, MN, OH, WI"
5/19/2020,IN,0.880526719,61,"Region 05 IL, IN, MI, MN, OH, WI"
5/20/2020,IN,0.880037723,56,"Region 05 IL, IN, MI, MN, OH, WI"
5/21/2020,IN,0.875356422,57.5,"Region 05 IL, IN, MI, MN, OH, WI"
5/22/2020,IN,0.871561578,66,"Region 05 IL, IN, MI, MN, OH, WI"
5/23/2020,IN,0.870985041,70,"Region 05 IL, IN, MI, MN, OH, WI"
5/24/2020,IN,0.870726233,73,"Region 05 IL, IN, MI, MN, OH, WI"
5/25/2020,IN,0.871403356,76.5,"Region 05 IL, IN, MI, MN, OH, WI"
5/26/2020,IN,0.873622232,76.5,"Region 05 IL, IN, MI, MN, OH, WI"
5/27/2020,IN,0.872939694,75,"Region 05 IL, IN, MI, MN, OH, WI"
5/28/2020,IN,0.878843505,72.5,"Region 05 IL, IN, MI, MN, OH, WI"
5/29/2020,IN,0.882411879,70,"Region 05 IL, IN, MI, MN, OH, WI"
5/30/2020,IN,0.890767184,63.5,"Region 05 IL, IN, MI, MN, OH, WI"
5/31/2020,IN,0.898995321,63,"Region 05 IL, IN, MI, MN, OH, WI"
6/1/2020,IN,0.90592381,63,"Region 05 IL, IN, MI, MN, OH, WI"
6/2/2020,IN,0.913694622,73,"Region 05 IL, IN, MI, MN, OH, WI"
6/3/2020,IN,0.926166449,78,"Region 05 IL, IN, MI, MN, OH, WI"
6/4/2020,IN,0.938040559,75,"Region 05 IL, IN, MI, MN, OH, WI"
6/5/2020,IN,0.957761333,76,"Region 05 IL, IN, MI, MN, OH, WI"
6/6/2020,IN,0.976824108,78.5,"Region 05 IL, IN, MI, MN, OH, WI"
6/7/2020,IN,0.997608901,72.5,"Region 05 IL, IN, MI, MN, OH, WI"
6/8/2020,IN,1.018517467,76.5,"Region 05 IL, IN, MI, MN, OH, WI"
6/9/2020,IN,1.038224361,78,"Region 05 IL, IN, MI, MN, OH, WI"
6/10/2020,IN,1.06189084,75,"Region 05 IL, IN, MI, MN, OH, WI"
6/11/2020,IN,1.083530317,69.5,"Region 05 IL, IN, MI, MN, OH, WI"
6/12/2020,IN,1.104978381,71,"Region 05 IL, IN, MI, MN, OH, WI"
6/13/2020,IN,1.125796471,67.5,"Region 05 IL, IN, MI, MN, OH, WI"
6/14/2020,IN,1.143541812,66,"Region 05 IL, IN, MI, MN, OH, WI"
6/15/2020,IN,1.159597851,65,"Region 05 IL, IN, MI, MN, OH, WI"
6/16/2020,IN,1.175859588,72,"Region 05 IL, IN, MI, MN, OH, WI"
6/17/2020,IN,1.188175372,74,"Region 05 IL, IN, MI, MN, OH, WI"
6/18/2020,IN,1.193270698,75.5,"Region 05 IL, IN, MI, MN, OH, WI"
6/19/2020,IN,1.196302946,77.5,"Region 05 IL, IN, MI, MN, OH, WI"
6/20/2020,IN,1.19700012,79.5,"Region 05 IL, IN, MI, MN, OH, WI"
6/21/2020,IN,1.194820731,72,"Region 05 IL, IN, MI, MN, OH, WI"
6/22/2020,IN,1.187631155,75.5,"Region 05 IL, IN, MI, MN, OH, WI"
6/23/2020,IN,1.174411366,71.5,"Region 05 IL, IN, MI, MN, OH, WI"
6/24/2020,IN,1.167484768,70.5,"Region 05 IL, IN, MI, MN, OH, WI"
6/25/2020,IN,1.156887144,73.5,"Region 05 IL, IN, MI, MN, OH, WI"
6/26/2020,IN,1.146553626,78.5,"Region 05 IL, IN, MI, MN, OH, WI"
6/27/2020,IN,1.130457183,73,"Region 05 IL, IN, MI, MN, OH, WI"
6/28/2020,IN,1.113473443,76.5,"Region 05 IL, IN, MI, MN, OH, WI"
6/29/2020,IN,1.101086223,79.5,"Region 05 IL, IN, MI, MN, OH, WI"
6/30/2020,IN,1.088285891,78,"Region 05 IL, IN, MI, MN, OH, WI"
7/1/2020,IN,1.072172509,80,"Region 05 IL, IN, MI, MN, OH, WI"
7/2/2020,IN,1.061961974,79.5,"Region 05 IL, IN, MI, MN, OH, WI"
7/3/2020,IN,1.052089522,80,"Region 05 IL, IN, MI, MN, OH, WI"
7/4/2020,IN,1.039816855,82.5,"Region 05 IL, IN, MI, MN, OH, WI"
7/5/2020,IN,1.033637005,83,"Region 05 IL, IN, MI, MN, OH, WI"
7/6/2020,IN,1.026331206,82.5,"Region 05 IL, IN, MI, MN, OH, WI"
7/7/2020,IN,1.022614004,81.5,"Region 05 IL, IN, MI, MN, OH, WI"
7/8/2020,IN,1.014018217,83,"Region 05 IL, IN, MI, MN, OH, WI"
7/9/2020,IN,1.012506775,81,"Region 05 IL, IN, MI, MN, OH, WI"
7/10/2020,IN,1.009913906,79.5,"Region 05 IL, IN, MI, MN, OH, WI"
7/11/2020,IN,1.011303635,77,"Region 05 IL, IN, MI, MN, OH, WI"
7/12/2020,IN,1.01038824,74,"Region 05 IL, IN, MI, MN, OH, WI"
7/13/2020,IN,1.012876588,72,"Region 05 IL, IN, MI, MN, OH, WI"
7/14/2020,IN,1.010308681,75.5,"Region 05 IL, IN, MI, MN, OH, WI"
7/15/2020,IN,1.012239412,77.5,"Region 05 IL, IN, MI, MN, OH, WI"
7/16/2020,IN,1.012118254,76,"Region 05 IL, IN, MI, MN, OH, WI"
7/17/2020,IN,1.014732186,78,"Region 05 IL, IN, MI, MN, OH, WI"
7/18/2020,IN,1.013033354,80.5,"Region 05 IL, IN, MI, MN, OH, WI"
7/19/2020,IN,1.013981493,79,"Region 05 IL, IN, MI, MN, OH, WI"
7/20/2020,IN,1.012140073,76.5,"Region 05 IL, IN, MI, MN, OH, WI"
7/21/2020,IN,1.012061186,78.5,"Region 05 IL, IN, MI, MN, OH, WI"
7/22/2020,IN,1.015325649,77.5,"Region 05 IL, IN, MI, MN, OH, WI"
7/23/2020,IN,1.011170316,78.5,"Region 05 IL, IN, MI, MN, OH, WI"
7/24/2020,IN,1.010131845,75.5,"Region 05 IL, IN, MI, MN, OH, WI"
7/25/2020,IN,1.009084719,77,"Region 05 IL, IN, MI, MN, OH, WI"
7/26/2020,IN,1.009448832,80.5,"Region 05 IL, IN, MI, MN, OH, WI"
7/27/2020,IN,1.006206373,82,"Region 05 IL, IN, MI, MN, OH, WI"
7/28/2020,IN,1.00397299,77,"Region 05 IL, IN, MI, MN, OH, WI"
7/29/2020,IN,0.997834702,77,"Region 05 IL, IN, MI, MN, OH, WI"
7/30/2020,IN,0.997480383,73,"Region 05 IL, IN, MI, MN, OH, WI"
7/31/2020,IN,0.99341894,75,"Region 05 IL, IN, MI, MN, OH, WI"
8/1/2020,IN,0.991344826,70,"Region 05 IL, IN, MI, MN, OH, WI"
8/2/2020,IN,0.990040287,72,"Region 05 IL, IN, MI, MN, OH, WI"
8/3/2020,IN,0.986421307,71.5,"Region 05 IL, IN, MI, MN, OH, WI"
8/4/2020,IN,0.988697085,69,"Region 05 IL, IN, MI, MN, OH, WI"
8/5/2020,IN,0.989708256,65.5,"Region 05 IL, IN, MI, MN, OH, WI"
8/6/2020,IN,0.986412614,69,"Region 05 IL, IN, MI, MN, OH, WI"
8/7/2020,IN,0.989226845,69.5,"Region 05 IL, IN, MI, MN, OH, WI"
8/8/2020,IN,0.987458276,71.5,"Region 05 IL, IN, MI, MN, OH, WI"
8/9/2020,IN,0.989060647,77,"Region 05 IL, IN, MI, MN, OH, WI"
8/10/2020,IN,0.990434744,77.5,"Region 05 IL, IN, MI, MN, OH, WI"
8/11/2020,IN,0.992560214,75.5,"Region 05 IL, IN, MI, MN, OH, WI"
8/12/2020,IN,0.993481436,76,"Region 05 IL, IN, MI, MN, OH, WI"
8/13/2020,IN,0.990850057,77.5,"Region 05 IL, IN, MI, MN, OH, WI"
8/14/2020,IN,0.989467198,78.5,"Region 05 IL, IN, MI, MN, OH, WI"
8/15/2020,IN,0.992906556,78,"Region 05 IL, IN, MI, MN, OH, WI"
8/16/2020,IN,0.996493177,75.5,"Region 05 IL, IN, MI, MN, OH, WI"
8/17/2020,IN,0.994111548,75,"Region 05 IL, IN, MI, MN, OH, WI"
8/18/2020,IN,0.992643706,70.5,"Region 05 IL, IN, MI, MN, OH, WI"
8/19/2020,IN,0.989902091,69,"Region 05 IL, IN, MI, MN, OH, WI"
8/20/2020,IN,0.990188011,70,"Region 05 IL, IN, MI, MN, OH, WI"
8/21/2020,IN,0.991272978,72,"Region 05 IL, IN, MI, MN, OH, WI"
8/22/2020,IN,0.992895309,74.5,"Region 05 IL, IN, MI, MN, OH, WI"
8/23/2020,IN,0.989717969,76.5,"Region 05 IL, IN, MI, MN, OH, WI"
8/24/2020,IN,0.9918836,80,"Region 05 IL, IN, MI, MN, OH, WI"
8/25/2020,IN,0.995381371,81.5,"Region 05 IL, IN, MI, MN, OH, WI"
8/26/2020,IN,0.995303589,80.5,"Region 05 IL, IN, MI, MN, OH, WI"
8/27/2020,IN,1.000042547,77.5,"Region 05 IL, IN, MI, MN, OH, WI"
8/28/2020,IN,1.008760454,79,"Region 05 IL, IN, MI, MN, OH, WI"
8/29/2020,IN,1.014105475,75.5,"Region 05 IL, IN, MI, MN, OH, WI"
8/30/2020,IN,1.022923916,68,"Region 05 IL, IN, MI, MN, OH, WI"
8/31/2020,IN,1.033124742,74,"Region 05 IL, IN, MI, MN, OH, WI"
9/1/2020,IN,1.045685137,74.5,"Region 05 IL, IN, MI, MN, OH, WI"
9/2/2020,IN,1.053958195,75,"Region 05 IL, IN, MI, MN, OH, WI"
9/3/2020,IN,1.06362367,77,"Region 05 IL, IN, MI, MN, OH, WI"
9/4/2020,IN,1.076476159,67.5,"Region 05 IL, IN, MI, MN, OH, WI"
9/5/2020,IN,1.08782586,67.5,"Region 05 IL, IN, MI, MN, OH, WI"
9/6/2020,IN,1.098163141,70.5,"Region 05 IL, IN, MI, MN, OH, WI"
9/7/2020,IN,1.10631416,77.5,"Region 05 IL, IN, MI, MN, OH, WI"
9/8/2020,IN,1.112101094,78,"Region 05 IL, IN, MI, MN, OH, WI"
9/9/2020,IN,1.124783945,77.5,"Region 05 IL, IN, MI, MN, OH, WI"
9/10/2020,IN,1.13026941,71.5,"Region 05 IL, IN, MI, MN, OH, WI"
9/11/2020,IN,1.137547968,70.5,"Region 05 IL, IN, MI, MN, OH, WI"
9/12/2020,IN,1.143039501,75.5,"Region 05 IL, IN, MI, MN, OH, WI"
9/13/2020,IN,1.148744184,73,"Region 05 IL, IN, MI, MN, OH, WI"
9/14/2020,IN,1.149167983,68,"Region 05 IL, IN, MI, MN, OH, WI"
9/15/2020,IN,1.151495936,66.5,"Region 05 IL, IN, MI, MN, OH, WI"
9/16/2020,IN,1.15450485,66,"Region 05 IL, IN, MI, MN, OH, WI"
9/17/2020,IN,1.156049583,67.5,"Region 05 IL, IN, MI, MN, OH, WI"
9/18/2020,IN,1.158296945,59,"Region 05 IL, IN, MI, MN, OH, WI"
9/19/2020,IN,1.153089787,57.5,"Region 05 IL, IN, MI, MN, OH, WI"
9/20/2020,IN,1.147900856,60,"Region 05 IL, IN, MI, MN, OH, WI"
9/21/2020,IN,1.144585942,63,"Region 05 IL, IN, MI, MN, OH, WI"
9/22/2020,IN,1.14299734,63.5,"Region 05 IL, IN, MI, MN, OH, WI"
9/23/2020,IN,1.142551368,63.5,"Region 05 IL, IN, MI, MN, OH, WI"
9/24/2020,IN,1.143779746,67,"Region 05 IL, IN, MI, MN, OH, WI"
9/25/2020,IN,1.142859377,66.5,"Region 05 IL, IN, MI, MN, OH, WI"
9/26/2020,IN,1.135573459,67,"Region 05 IL, IN, MI, MN, OH, WI"
9/27/2020,IN,1.133868134,68.5,"Region 05 IL, IN, MI, MN, OH, WI"
9/28/2020,IN,1.1311351,59,"Region 05 IL, IN, MI, MN, OH, WI"
9/29/2020,IN,1.129962309,55,"Region 05 IL, IN, MI, MN, OH, WI"
9/30/2020,IN,1.130675029,59.5,"Region 05 IL, IN, MI, MN, OH, WI"
10/1/2020,IN,1.129252952,54.5,"Region 05 IL, IN, MI, MN, OH, WI"
10/2/2020,IN,1.127991049,50.5,"Region 05 IL, IN, MI, MN, OH, WI"
10/3/2020,IN,1.126360233,55,"Region 05 IL, IN, MI, MN, OH, WI"
10/4/2020,IN,1.121965488,47.5,"Region 05 IL, IN, MI, MN, OH, WI"
10/5/2020,IN,1.122847919,48.5,"Region 05 IL, IN, MI, MN, OH, WI"
10/6/2020,IN,1.122290601,59,"Region 05 IL, IN, MI, MN, OH, WI"
10/7/2020,IN,1.116731355,69,"Region 05 IL, IN, MI, MN, OH, WI"
10/8/2020,IN,1.115434289,65,"Region 05 IL, IN, MI, MN, OH, WI"
10/9/2020,IN,1.115774791,68,"Region 05 IL, IN, MI, MN, OH, WI"
10/10/2020,IN,1.112791206,69.5,"Region 05 IL, IN, MI, MN, OH, WI"
10/11/2020,IN,1.115836794,70,"Region 05 IL, IN, MI, MN, OH, WI"
10/12/2020,IN,1.117781166,63,"Region 05 IL, IN, MI, MN, OH, WI"
10/13/2020,IN,1.119164858,54.5,"Region 05 IL, IN, MI, MN, OH, WI"
10/14/2020,IN,1.11472608,62.5,"Region 05 IL, IN, MI, MN, OH, WI"
10/15/2020,IN,1.116680229,54,"Region 05 IL, IN, MI, MN, OH, WI"
10/16/2020,IN,1.112473139,44.5,"Region 05 IL, IN, MI, MN, OH, WI"
10/17/2020,IN,1.112071575,47.5,"Region 05 IL, IN, MI, MN, OH, WI"
10/18/2020,IN,1.108258656,57,"Region 05 IL, IN, MI, MN, OH, WI"
10/19/2020,IN,1.104896951,48,"Region 05 IL, IN, MI, MN, OH, WI"
10/20/2020,IN,1.105889352,50,"Region 05 IL, IN, MI, MN, OH, WI"
10/21/2020,IN,1.109969733,59,"Region 05 IL, IN, MI, MN, OH, WI"
10/22/2020,IN,1.104497737,68,"Region 05 IL, IN, MI, MN, OH, WI"
10/23/2020,IN,1.100824091,61,"Region 05 IL, IN, MI, MN, OH, WI"
10/24/2020,IN,1.099232303,48,"Region 05 IL, IN, MI, MN, OH, WI"
10/25/2020,IN,1.097769017,48.5,"Region 05 IL, IN, MI, MN, OH, WI"
10/26/2020,IN,1.094894021,47.5,"Region 05 IL, IN, MI, MN, OH, WI"
10/27/2020,IN,1.097817114,45,"Region 05 IL, IN, MI, MN, OH, WI"
10/28/2020,IN,1.095408043,48,"Region 05 IL, IN, MI, MN, OH, WI"
10/29/2020,IN,1.090675431,47,"Region 05 IL, IN, MI, MN, OH, WI"
10/30/2020,IN,1.097147515,42,"Region 05 IL, IN, MI, MN, OH, WI"
10/31/2020,IN,1.095152154,44.5,"Region 05 IL, IN, MI, MN, OH, WI"
4/1/2020,KS,1.28120124,60.5,"Region 07 IA, KS, MO, NE"
4/2/2020,KS,1.278414812,44.5,"Region 07 IA, KS, MO, NE"
4/3/2020,KS,1.270469378,34.5,"Region 07 IA, KS, MO, NE"
4/4/2020,KS,1.26991657,37.5,"Region 07 IA, KS, MO, NE"
4/5/2020,KS,1.265073046,43,"Region 07 IA, KS, MO, NE"
