ds,y
7/22/2010,44
7/23/2010,58
7/24/2010,42
7/25/2010,54
7/26/2010,46
7/27/2010,29
7/28/2010,61
7/29/2010,39
7/30/2010,52
7/31/2010,41
8/1/2010,35
8/2/2010,45
8/3/2010,49
8/4/2010,47
8/5/2010,36
8/6/2010,43
8/7/2010,38
8/8/2010,47
8/9/2010,44
8/10/2010,25
8/11/2010,26
8/12/2010,37
8/13/2010,34
8/14/2010,43
8/15/2010,40
8/16/2010,37
8/17/2010,31
8/18/2010,35
8/19/2010,44
8/20/2010,35
8/21/2010,49
8/22/2010,43
8/23/2010,35
8/24/2010,36
8/25/2010,37
8/26/2010,29
8/27/2010,32
8/28/2010,33
8/29/2010,43
8/30/2010,33
8/31/2010,37
9/1/2010,31
9/2/2010,32
9/3/2010,41
9/4/2010,47
9/5/2010,50
9/6/2010,39
9/7/2010,29
9/8/2010,27
9/9/2010,26
9/10/2010,30
9/11/2010,34
9/12/2010,36
9/13/2010,33
9/14/2010,33
9/15/2010,31
9/16/2010,25
9/17/2010,28
9/18/2010,36
9/19/2010,32
9/20/2010,28
9/21/2010,38
9/22/2010,26
9/23/2010,21
9/24/2010,25
9/25/2010,29
9/26/2010,41
9/27/2010,27
9/28/2010,25
9/29/2010,29
9/30/2010,25
10/1/2010,29
10/2/2010,31
10/3/2010,34
10/4/2010,28
10/5/2010,28
10/6/2010,34
10/7/2010,32
10/8/2010,33
10/9/2010,37
10/10/2010,35
10/11/2010,33
10/12/2010,30
10/13/2010,27
10/14/2010,28
10/15/2010,39
10/16/2010,35
10/17/2010,35
10/18/2010,35
10/19/2010,27
10/20/2010,28
10/21/2010,22
10/22/2010,31
10/23/2010,32
10/24/2010,37
10/25/2010,21
10/26/2010,36
10/27/2010,30
10/28/2010,33
10/29/2010,31
10/30/2010,35
10/31/2010,31
11/1/2010,42
11/2/2010,38
11/3/2010,41
11/4/2010,22
11/5/2010,22
11/6/2010,22
11/7/2010,42
11/8/2010,29
11/9/2010,47
11/10/2010,33
11/11/2010,32
11/12/2010,40
11/13/2010,31
11/14/2010,28
11/15/2010,34
11/16/2010,31
11/17/2010,37
11/18/2010,26
11/19/2010,29
11/20/2010,34
11/21/2010,42
11/22/2010,34
11/23/2010,32
11/24/2010,28
11/25/2010,52
11/26/2010,50
11/27/2010,60
11/28/2010,36
11/29/2010,53
11/30/2010,31
12/1/2010,26
12/2/2010,20
12/3/2010,30
12/4/2010,40
12/5/2010,47
12/6/2010,48
12/7/2010,40
12/8/2010,26
12/9/2010,38
12/10/2010,45
12/11/2010,53
12/12/2010,51
12/13/2010,34
12/14/2010,30
12/15/2010,36
12/16/2010,49
12/17/2010,43
12/18/2010,55
12/19/2010,53
12/20/2010,45
12/21/2010,61
12/22/2010,58
12/23/2010,45
12/24/2010,53
12/25/2010,63
12/26/2010,74
12/27/2010,57
12/28/2010,53
12/29/2010,55
12/30/2010,63
12/31/2010,52
1/1/2011,65
1/2/2011,61
1/3/2011,51
1/4/2011,47
1/5/2011,43
1/6/2011,46
1/7/2011,42
1/8/2011,39
1/9/2011,30
1/10/2011,32
1/11/2011,28
1/12/2011,41
1/13/2011,30
1/14/2011,24
1/15/2011,39
1/16/2011,39
1/17/2011,45
1/18/2011,42
1/19/2011,22
1/20/2011,34
1/21/2011,27
1/22/2011,47
1/23/2011,42
1/24/2011,38
1/25/2011,29
1/26/2011,29
1/27/2011,32
1/28/2011,30
1/29/2011,35
1/30/2011,42
1/31/2011,27
2/1/2011,26
2/2/2011,42
2/3/2011,34
2/4/2011,33
2/5/2011,32
2/6/2011,38
2/7/2011,30
2/8/2011,35
2/9/2011,27
2/10/2011,39
2/11/2011,40
2/12/2011,44
2/13/2011,56
2/14/2011,29
2/15/2011,36
2/16/2011,38
2/17/2011,36
2/18/2011,42
2/19/2011,40
2/20/2011,51
2/21/2011,57
2/22/2011,51
2/23/2011,46
2/24/2011,48
2/25/2011,37
2/26/2011,51
2/27/2011,34
2/28/2011,46
3/1/2011,39
3/2/2011,35
3/3/2011,31
3/4/2011,47
3/5/2011,46
3/6/2011,46
3/7/2011,48
3/8/2011,37
3/9/2011,40
3/10/2011,37
3/11/2011,41
3/12/2011,58
3/13/2011,57
3/14/2011,53
3/15/2011,46
3/16/2011,54
3/17/2011,36
3/18/2011,49
3/19/2011,62
3/20/2011,60
3/21/2011,51
3/22/2011,37
3/23/2011,43
3/24/2011,49
3/25/2011,54
3/26/2011,35
3/27/2011,39
3/28/2011,37
3/29/2011,41
3/30/2011,47
3/31/2011,42
4/1/2011,34
4/2/2011,44
4/3/2011,51
4/4/2011,52
4/5/2011,44
4/6/2011,43
4/7/2011,52
4/8/2011,51
4/9/2011,60
4/10/2011,54
4/11/2011,35
4/12/2011,30
4/13/2011,40
4/14/2011,35
4/15/2011,38
4/16/2011,57
4/17/2011,60
4/18/2011,66
4/19/2011,59
4/20/2011,56
4/21/2011,56
4/22/2011,64
4/23/2011,51
4/24/2011,59
4/25/2011,48
4/26/2011,32
4/27/2011,46
4/28/2011,41
4/29/2011,51
4/30/2011,54
5/1/2011,36
5/2/2011,40
5/3/2011,38
5/4/2011,43
5/5/2011,41
5/6/2011,38
5/7/2011,34
5/8/2011,49
5/9/2011,44
5/10/2011,42
5/11/2011,32
5/12/2011,38
5/13/2011,35
5/14/2011,40
5/15/2011,43
5/16/2011,36
5/17/2011,39
5/18/2011,22
5/19/2011,44
5/20/2011,39
5/21/2011,37
5/22/2011,45
5/23/2011,39
5/24/2011,34
5/25/2011,36
5/26/2011,42
5/27/2011,41
5/28/2011,51
5/29/2011,56
5/30/2011,42
5/31/2011,39
6/1/2011,48
6/2/2011,31
6/3/2011,30
6/4/2011,33
6/5/2011,39
6/6/2011,40
6/7/2011,36
6/8/2011,41
6/9/2011,41
6/10/2011,37
6/11/2011,44
6/12/2011,47
6/13/2011,42
6/14/2011,42
6/15/2011,29
6/16/2011,48
6/17/2011,29
6/18/2011,40
6/19/2011,50
6/20/2011,36
6/21/2011,43
6/22/2011,30
6/23/2011,43
6/24/2011,58
6/25/2011,50
6/26/2011,41
6/27/2011,47
6/28/2011,45
6/29/2011,44
6/30/2011,46
7/1/2011,32
7/2/2011,44
7/3/2011,51
7/4/2011,50
7/5/2011,48
7/6/2011,45
7/7/2011,50
7/8/2011,46
7/9/2011,43
7/10/2011,50
7/11/2011,75
7/12/2011,50
7/13/2011,51
7/14/2011,58
7/15/2011,51
7/16/2011,62
7/17/2011,59
7/18/2011,40
7/19/2011,39
7/20/2011,49
7/21/2011,34
7/22/2011,45
7/23/2011,47
7/24/2011,52
7/25/2011,41
7/26/2011,51
7/27/2011,32
7/28/2011,34
7/29/2011,37
7/30/2011,36
7/31/2011,48
8/1/2011,40
8/2/2011,35
8/3/2011,41
8/4/2011,41
8/5/2011,38
8/6/2011,36
8/7/2011,43
8/8/2011,35
8/9/2011,38
8/10/2011,43
8/11/2011,34
8/12/2011,38
8/13/2011,41
8/14/2011,46
8/15/2011,34
8/16/2011,43
8/17/2011,33
8/18/2011,33
8/19/2011,44
8/20/2011,51
8/21/2011,37
8/22/2011,25
8/23/2011,29
8/24/2011,32
8/25/2011,33
8/26/2011,38
8/27/2011,33
8/28/2011,39
8/29/2011,42
8/30/2011,52
8/31/2011,23
9/1/2011,39
9/2/2011,22
9/3/2011,30
9/4/2011,45
9/5/2011,35
9/6/2011,43
9/7/2011,17
9/8/2011,40
9/9/2011,36
9/10/2011,44
9/11/2011,37
9/12/2011,41
9/13/2011,31
9/14/2011,30
9/15/2011,36
9/16/2011,29
9/17/2011,39
9/18/2011,42
9/19/2011,36
9/20/2011,25
9/21/2011,31
9/22/2011,36
9/23/2011,34
9/24/2011,32
9/25/2011,53
9/26/2011,31
9/27/2011,44
9/28/2011,42
9/29/2011,41
9/30/2011,31
10/1/2011,46
10/2/2011,36
10/3/2011,43
10/4/2011,30
10/5/2011,42
10/6/2011,32
10/7/2011,30
10/8/2011,28
10/9/2011,39
10/10/2011,30
10/11/2011,36
10/12/2011,41
10/13/2011,30
10/14/2011,20
10/15/2011,47
10/16/2011,44
10/17/2011,42
10/18/2011,37
10/19/2011,28
10/20/2011,31
10/21/2011,38
10/22/2011,35
10/23/2011,35
10/24/2011,42
10/25/2011,32
10/26/2011,33
10/27/2011,32
10/28/2011,49
10/29/2011,37
10/30/2011,38
10/31/2011,33
11/1/2011,40
11/2/2011,37
11/3/2011,40
11/4/2011,42
11/5/2011,39
11/6/2011,41
11/7/2011,32
11/8/2011,39
11/9/2011,33
11/10/2011,32
11/11/2011,41
11/12/2011,40
11/13/2011,47
11/14/2011,32
11/15/2011,42
11/16/2011,38
11/17/2011,43
11/18/2011,37
11/19/2011,33
11/20/2011,45
11/21/2011,49
11/22/2011,48
11/23/2011,46
11/24/2011,46
11/25/2011,53
11/26/2011,50
11/27/2011,72
11/28/2011,33
11/29/2011,51
11/30/2011,38
12/1/2011,24
12/2/2011,32
12/3/2011,43
12/4/2011,43
12/5/2011,44
12/6/2011,40
12/7/2011,35
12/8/2011,31
12/9/2011,28
12/10/2011,40
12/11/2011,29
12/12/2011,54
12/13/2011,51
12/14/2011,29
12/15/2011,33
12/16/2011,41
12/17/2011,45
12/18/2011,55
12/19/2011,43
12/20/2011,53
12/21/2011,55
12/22/2011,47
12/23/2011,63
12/24/2011,34
12/25/2011,53
12/26/2011,66
12/27/2011,76
12/28/2011,67
12/29/2011,71
12/30/2011,68
12/31/2011,57
1/1/2012,68
1/2/2012,49
1/3/2012,35
1/4/2012,31
1/5/2012,42
1/6/2012,41
1/7/2012,29
1/8/2012,26
1/9/2012,31
1/10/2012,35
1/11/2012,35
1/12/2012,24
1/13/2012,33
1/14/2012,29
1/15/2012,38
1/16/2012,38
1/17/2012,28
1/18/2012,26
1/19/2012,25
1/20/2012,36
1/21/2012,38
1/22/2012,48
1/23/2012,41
1/24/2012,45
1/25/2012,33
1/26/2012,34
1/27/2012,32
1/28/2012,39
1/29/2012,40
1/30/2012,35
1/31/2012,31
2/1/2012,28
2/2/2012,38
2/3/2012,35
2/4/2012,37
2/5/2012,36
2/6/2012,37
2/7/2012,39
2/8/2012,38
2/9/2012,40
2/10/2012,47
2/11/2012,46
2/12/2012,53
2/13/2012,32
2/14/2012,42
2/15/2012,44
2/16/2012,46
2/17/2012,42
2/18/2012,68
2/19/2012,60
2/20/2012,61
2/21/2012,59
2/22/2012,61
2/23/2012,43
2/24/2012,40
2/25/2012,46
2/26/2012,46
2/27/2012,44
2/28/2012,54
2/29/2012,43
3/1/2012,43
3/2/2012,45
3/3/2012,57
3/4/2012,47
3/5/2012,50
3/6/2012,49
3/7/2012,35
3/8/2012,47
3/9/2012,37
3/10/2012,57
3/11/2012,56
3/12/2012,64
3/13/2012,46
3/14/2012,66
3/15/2012,46
3/16/2012,47
3/17/2012,58
3/18/2012,68
3/19/2012,45
3/20/2012,56
3/21/2012,49
3/22/2012,46
3/23/2012,36
3/24/2012,53
3/25/2012,52
3/26/2012,46
3/27/2012,64
3/28/2012,50
3/29/2012,42
3/30/2012,43
3/31/2012,49
4/1/2012,41
4/2/2012,65
4/3/2012,58
4/4/2012,63
4/5/2012,45
4/6/2012,52
4/7/2012,63
4/8/2012,62
4/9/2012,65
4/10/2012,50
4/11/2012,57
4/12/2012,47
4/13/2012,51
4/14/2012,54
4/15/2012,55
4/16/2012,41
4/17/2012,39
4/18/2012,39
4/19/2012,54
4/20/2012,48
4/21/2012,57
4/22/2012,59
4/23/2012,48
4/24/2012,33
4/25/2012,50
4/26/2012,40
4/27/2012,45
4/28/2012,43
4/29/2012,57
4/30/2012,45
5/1/2012,38
5/2/2012,35
5/3/2012,37
5/4/2012,33
5/5/2012,47
5/6/2012,49
5/7/2012,52
5/8/2012,37
5/9/2012,31
5/10/2012,26
5/11/2012,28
5/12/2012,53
5/13/2012,41
5/14/2012,42
5/15/2012,44
5/16/2012,36
5/17/2012,37
5/18/2012,38
5/19/2012,50
5/20/2012,48
5/21/2012,57
5/22/2012,45
5/23/2012,45
5/24/2012,42
5/25/2012,41
5/26/2012,58
5/27/2012,55
5/28/2012,58
5/29/2012,47
5/30/2012,42
5/31/2012,45
6/1/2012,29
6/2/2012,41
6/3/2012,53
6/4/2012,42
6/5/2012,34
6/6/2012,42
6/7/2012,51
6/8/2012,46
6/9/2012,47
6/10/2012,48
6/11/2012,51
6/12/2012,66
6/13/2012,47
6/14/2012,47
6/15/2012,36
6/16/2012,41
6/17/2012,55
6/18/2012,40
6/19/2012,45
6/20/2012,50
6/21/2012,38
6/22/2012,50
6/23/2012,48
6/24/2012,43
6/25/2012,42
6/26/2012,42
6/27/2012,39
6/28/2012,43
6/29/2012,63
6/30/2012,63
7/1/2012,66
7/2/2012,57
7/3/2012,50
7/4/2012,48
7/5/2012,70
7/6/2012,66
7/7/2012,64
7/8/2012,74
7/9/2012,47
7/10/2012,52
7/11/2012,48
7/12/2012,57
7/13/2012,63
7/14/2012,57
7/15/2012,57
7/16/2012,56
7/17/2012,49
7/18/2012,46
7/19/2012,49
7/20/2012,58
7/21/2012,55
7/22/2012,54
7/23/2012,43
7/24/2012,62
7/25/2012,48
7/26/2012,56
7/27/2012,52
7/28/2012,54
7/29/2012,51
7/30/2012,43
7/31/2012,46
8/1/2012,49
8/2/2012,45
8/3/2012,47
8/4/2012,45
8/5/2012,46
8/6/2012,34
8/7/2012,43
8/8/2012,39
8/9/2012,49
8/10/2012,41
8/11/2012,46
8/12/2012,43
8/13/2012,53
8/14/2012,37
8/15/2012,43
8/16/2012,39
8/17/2012,42
8/18/2012,53
8/19/2012,49
8/20/2012,45
8/21/2012,36
8/22/2012,39
8/23/2012,48
8/24/2012,46
8/25/2012,43
8/26/2012,40
8/27/2012,32
8/28/2012,38
8/29/2012,33
8/30/2012,43
8/31/2012,39
9/1/2012,54
9/2/2012,54
9/3/2012,49
9/4/2012,29
9/5/2012,42
9/6/2012,43
9/7/2012,28
9/8/2012,38
9/9/2012,31
9/10/2012,47
9/11/2012,40
9/12/2012,33
9/13/2012,33
9/14/2012,44
9/15/2012,46
9/16/2012,40
9/17/2012,46
9/18/2012,45
9/19/2012,33
9/20/2012,42
9/21/2012,41
9/22/2012,45
9/23/2012,41
9/24/2012,53
9/25/2012,47
9/26/2012,40
9/27/2012,49
9/28/2012,43
9/29/2012,45
9/30/2012,55
10/1/2012,46
10/2/2012,38
10/3/2012,56
10/4/2012,38
10/5/2012,46
10/6/2012,62
10/7/2012,40
10/8/2012,44
10/9/2012,43
10/10/2012,29
10/11/2012,56
10/12/2012,49
10/13/2012,47
10/14/2012,50
10/15/2012,50
10/16/2012,36
10/17/2012,41
10/18/2012,40
10/19/2012,55
10/20/2012,54
10/21/2012,46
10/22/2012,44
10/23/2012,37
10/24/2012,40
10/25/2012,22
10/26/2012,52
10/27/2012,46
10/28/2012,43
10/29/2012,31
10/30/2012,34
10/31/2012,40
11/1/2012,37
11/2/2012,39
11/3/2012,40
11/4/2012,46
11/5/2012,28
11/6/2012,35
11/7/2012,45
11/8/2012,50
11/9/2012,29
11/10/2012,50
11/11/2012,59
11/12/2012,40
11/13/2012,53
11/14/2012,43
11/15/2012,48
11/16/2012,39
11/17/2012,53
11/18/2012,48
11/19/2012,50
11/20/2012,34
11/21/2012,62
11/22/2012,54
11/23/2012,52
11/24/2012,54
11/25/2012,45
11/26/2012,53
11/27/2012,42
11/28/2012,46
11/29/2012,43
11/30/2012,54
12/1/2012,46
12/2/2012,52
12/3/2012,69
12/4/2012,56
12/5/2012,50
12/6/2012,42
12/7/2012,48
12/8/2012,50
12/9/2012,51
12/10/2012,55
12/11/2012,56
12/12/2012,51
12/13/2012,44
12/14/2012,37
12/15/2012,70
12/16/2012,55
12/17/2012,73
12/18/2012,67
12/19/2012,58
12/20/2012,53
12/21/2012,54
12/22/2012,53
12/23/2012,61
12/24/2012,82
12/25/2012,88
12/26/2012,65
12/27/2012,70
12/28/2012,93
12/29/2012,63
12/30/2012,70
12/31/2012,68
1/1/2013,93
1/2/2013,68
1/3/2013,54
1/4/2013,56
1/5/2013,58
1/6/2013,43
1/7/2013,49
1/8/2013,45
1/9/2013,39
1/10/2013,48
1/11/2013,49
1/12/2013,48
1/13/2013,44
1/14/2013,44
1/15/2013,50
1/16/2013,44
1/17/2013,31
1/18/2013,46
1/19/2013,37
1/20/2013,41
1/21/2013,49
1/22/2013,53
1/23/2013,33
1/24/2013,50
1/25/2013,57
1/26/2013,36
1/27/2013,46
1/28/2013,48
1/29/2013,40
1/30/2013,37
1/31/2013,37
2/1/2013,29
2/2/2013,47
2/3/2013,44
2/4/2013,51
2/5/2013,38
2/6/2013,57
2/7/2013,49
2/8/2013,52
2/9/2013,57
2/10/2013,54
2/11/2013,47
2/12/2013,51
2/13/2013,43
2/14/2013,45
2/15/2013,39
2/16/2013,49
2/17/2013,55
2/18/2013,61
2/19/2013,41
2/20/2013,47
2/21/2013,40
2/22/2013,54
2/23/2013,46
2/24/2013,63
2/25/2013,59
2/26/2013,50
2/27/2013,45
2/28/2013,49
3/1/2013,43
3/2/2013,38
3/3/2013,42
3/4/2013,62
3/5/2013,33
3/6/2013,41
3/7/2013,57
3/8/2013,46
3/9/2013,58
3/10/2013,66
3/11/2013,58
3/12/2013,56
3/13/2013,64
3/14/2013,60
3/15/2013,58
3/16/2013,49
3/17/2013,53
3/18/2013,60
3/19/2013,52
3/20/2013,50
3/21/2013,55
3/22/2013,45
3/23/2013,59
3/24/2013,61
3/25/2013,70
3/26/2013,60
3/27/2013,85
3/28/2013,66
3/29/2013,70
3/30/2013,78
3/31/2013,77
4/1/2013,91
4/2/2013,85
4/3/2013,74
4/4/2013,67
4/5/2013,54
4/6/2013,72
4/7/2013,56
4/8/2013,59
4/9/2013,47
4/10/2013,57
4/11/2013,49
4/12/2013,47
4/13/2013,66
4/14/2013,65
4/15/2013,56
4/16/2013,65
4/17/2013,51
4/18/2013,38
4/19/2013,51
4/20/2013,47
4/21/2013,64
4/22/2013,46
4/23/2013,47
4/24/2013,33
4/25/2013,51
4/26/2013,49
4/27/2013,55
4/28/2013,69
4/29/2013,50
4/30/2013,45
5/1/2013,44
5/2/2013,28
5/3/2013,38
5/4/2013,43
5/5/2013,44
5/6/2013,42
5/7/2013,44
5/8/2013,45
5/9/2013,46
5/10/2013,51
5/11/2013,45
5/12/2013,45
5/13/2013,42
5/14/2013,45
5/15/2013,43
5/16/2013,34
5/17/2013,37
5/18/2013,56
5/19/2013,44
5/20/2013,48
5/21/2013,34
5/22/2013,45
5/23/2013,41
5/24/2013,49
5/25/2013,54
5/26/2013,61
5/27/2013,66
5/28/2013,54
5/29/2013,41
5/30/2013,46
5/31/2013,36
6/1/2013,51
6/2/2013,47
6/3/2013,47
6/4/2013,40
6/5/2013,47
6/6/2013,39
6/7/2013,58
6/8/2013,48
6/9/2013,59
6/10/2013,42
6/11/2013,47
6/12/2013,48
6/13/2013,56
6/14/2013,42
6/15/2013,57
6/16/2013,42
6/17/2013,54
6/18/2013,43
6/19/2013,41
6/20/2013,46
6/21/2013,44
6/22/2013,35
6/23/2013,55
6/24/2013,46
6/25/2013,49
6/26/2013,55
6/27/2013,50
6/28/2013,60
6/29/2013,52
6/30/2013,62
7/1/2013,62
7/2/2013,60
7/3/2013,50
7/4/2013,63
7/5/2013,43
7/6/2013,59
7/7/2013,57
7/8/2013,58
7/9/2013,49
7/10/2013,44
7/11/2013,60
7/12/2013,48
7/13/2013,60
7/14/2013,45
7/15/2013,46
7/16/2013,51
7/17/2013,54
7/18/2013,34
7/19/2013,52
7/20/2013,58
7/21/2013,45
7/22/2013,48
7/23/2013,58
7/24/2013,51
7/25/2013,49
7/26/2013,49
7/27/2013,58
7/28/2013,35
7/29/2013,59
7/30/2013,48
7/31/2013,35
8/1/2013,50
8/2/2013,49
8/3/2013,50
8/4/2013,53
8/5/2013,47
8/6/2013,46
8/7/2013,45
8/8/2013,40
8/9/2013,59
8/10/2013,52
8/11/2013,40
8/12/2013,41
8/13/2013,49
8/14/2013,46
8/15/2013,42
8/16/2013,61
8/17/2013,43
8/18/2013,47
8/19/2013,37
8/20/2013,31
8/21/2013,41
8/22/2013,45
8/23/2013,42
8/24/2013,38
8/25/2013,48
8/26/2013,43
8/27/2013,36
8/28/2013,41
8/29/2013,41
8/30/2013,50
8/31/2013,54
9/1/2013,56
9/2/2013,46
9/3/2013,43
9/4/2013,43
9/5/2013,40
9/6/2013,30
9/7/2013,39
9/8/2013,36
9/9/2013,44
9/10/2013,29
9/11/2013,32
9/12/2013,30
9/13/2013,37
9/14/2013,35
9/15/2013,44
9/16/2013,41
9/17/2013,31
9/18/2013,34
9/19/2013,53
9/20/2013,40
9/21/2013,45
9/22/2013,40
9/23/2013,35
9/24/2013,39
9/25/2013,34
9/26/2013,39
9/27/2013,45
9/28/2013,33
9/29/2013,41
9/30/2013,37
10/1/2013,40
10/2/2013,36
10/3/2013,43
10/4/2013,35
10/5/2013,38
10/6/2013,61
10/7/2013,58
10/8/2013,45
10/9/2013,39
10/10/2013,47
10/11/2013,46
10/12/2013,49
10/13/2013,48
10/14/2013,47
10/15/2013,43
10/16/2013,41
10/17/2013,35
10/18/2013,40
10/19/2013,45
10/20/2013,46
10/21/2013,47
10/22/2013,51
10/23/2013,44
10/24/2013,41
10/25/2013,38
10/26/2013,34
10/27/2013,41
10/28/2013,41
10/29/2013,46
10/30/2013,49
10/31/2013,22
11/1/2013,47
11/2/2013,48
11/3/2013,39
11/4/2013,42
11/5/2013,40
11/6/2013,46
11/7/2013,39
11/8/2013,42
11/9/2013,54
11/10/2013,55
11/11/2013,34
11/12/2013,44
11/13/2013,37
11/14/2013,29
11/15/2013,47
11/16/2013,39
11/17/2013,35
11/18/2013,56
11/19/2013,38
11/20/2013,49
11/21/2013,33
11/22/2013,42
11/23/2013,57
11/24/2013,55
11/25/2013,37
11/26/2013,45
11/27/2013,59
11/28/2013,54
11/29/2013,46
11/30/2013,55
12/1/2013,49
12/2/2013,41
12/3/2013,41
12/4/2013,52
12/5/2013,38
12/6/2013,37
12/7/2013,53
12/8/2013,56
12/9/2013,41
12/10/2013,49
12/11/2013,46
12/12/2013,51
12/13/2013,48
12/14/2013,43
12/15/2013,40
12/16/2013,38
12/17/2013,40
12/18/2013,26
12/19/2013,41
12/20/2013,33
12/21/2013,71
12/22/2013,54
12/23/2013,67
12/24/2013,76
12/25/2013,71
12/26/2013,63
12/27/2013,67
12/28/2013,73
12/29/2013,69
12/30/2013,56
12/31/2013,57
1/1/2014,76
1/2/2014,57
1/3/2014,47
1/4/2014,40
1/5/2014,47
1/6/2014,37
1/7/2014,38
1/8/2014,31
1/9/2014,46
1/10/2014,38
1/11/2014,37
1/12/2014,38
1/13/2014,36
1/14/2014,33
1/15/2014,29
1/16/2014,45
1/17/2014,29
1/18/2014,43
1/19/2014,47
1/20/2014,45
1/21/2014,39
1/22/2014,44
1/23/2014,34
1/24/2014,42
1/25/2014,42
1/26/2014,55
1/27/2014,41
1/28/2014,38
1/29/2014,31
1/30/2014,35
1/31/2014,37
2/1/2014,48
2/2/2014,46
2/3/2014,46
2/4/2014,41
2/5/2014,43
2/6/2014,38
2/7/2014,53
2/8/2014,70
2/9/2014,47
2/10/2014,50
2/11/2014,27
2/12/2014,50
2/13/2014,40
2/14/2014,38
2/15/2014,50
2/16/2014,45
2/17/2014,55
2/18/2014,43
2/19/2014,46
2/20/2014,48
2/21/2014,50
2/22/2014,40
2/23/2014,38
2/24/2014,34
2/25/2014,45
2/26/2014,40
2/27/2014,41
2/28/2014,44
3/1/2014,47
3/2/2014,47
3/3/2014,49
3/4/2014,54
3/5/2014,53
3/6/2014,58
3/7/2014,53
3/8/2014,42
3/9/2014,56
3/10/2014,55
3/11/2014,47
3/12/2014,38
3/13/2014,42
3/14/2014,42
3/15/2014,59
3/16/2014,66
3/17/2014,71
3/18/2014,52
3/19/2014,47
3/20/2014,63
3/21/2014,58
3/22/2014,49
3/23/2014,57
3/24/2014,54
3/25/2014,51
3/26/2014,51
3/27/2014,49
3/28/2014,51
3/29/2014,64
3/30/2014,48
3/31/2014,43
4/1/2014,51
4/2/2014,51
4/3/2014,53
